Word_Offset	Word	POS	Sense_no	Gloss	Class	Prediction_Value	EndMarker(##)
8656	कुसमय	NOUN	1	वह दिन या समय जिसमें कष्ट देनेवाली घटनाएँ हों 	neutral	0.602	##
4924	कुसली	NOUN	1	कुछ फलों के बीच से निकलने वाला कड़ा तथा बड़ा एकमात्र बीज 	future	0.4	##
9759	कुसीद	NOUN	2	किसी को उधार दिये हुए या बैंक आदि में जमा किए रुपयों के बदले में उस समय तक मिलने वाला वह निश्चित धन, जिस समय तक मूल धन वापस मिल न जाए 	past	1	##
9759	कुसीद	NOUN	3	सूद खाने वाला व्यक्ति 	neutral	0.994	##
17670	कुसीदिक	NOUN	1	सूद खाने वाला व्यक्ति 	neutral	0.994	##
17269	कुसुंभा	NOUN	1	भाँग और अफीम के योग से बना हुआ एक मादक पदार्थ 	neutral	0.431	##
4422	कुसुम	NOUN	2	स्त्रियों तथा स्तनपायी मादा जंतुओं की जननेन्द्रिय या योनि से प्रति मास तीन चार दिन तक निकलनेवाला रक्त आदि 	past	0.995	##
17269	कुसुम्भा	NOUN	1	भाँग और अफीम के योग से बना हुआ एक मादक पदार्थ 	neutral	0.431	##
10325	कुहराम	NOUN	1	घबराहट के समय हाय-हाय की पुकार या चिल्लाहट 	neutral	0.542	##
23124	कुहुकबान	NOUN	1	बाँस के कई फट्टों को जोड़कर बनाया हुआ बाण 	neutral	0.523	##
4424	कूँचा	NOUN	1	लंबी सींकों या रेशों आदि का बना हुआ वह उपकरण जिससे ज़मीन या फर्श झाड़ते या साफ करते हैं 	past	0.986	##
11543	कूँड	NOUN	1	वह रेखा जो भूमि जोतते समय हल की फाल धँसने से बनती है 	past	0.873	##
6400	कूँड़ा	NOUN	1	पानी रखने का काठ, मिट्टी, पत्थर आदि का बना गहरा बर्तन 	neutral	0.961	##
4384	कूआँ	NOUN	1	जमीन में खोदा हुआ वह गड्ढा जिसमें से पानी, खनिज तेल आदि निकालते हैं 	past	0.897	##
4424	कूचा	NOUN	1	लंबी सींकों या रेशों आदि का बना हुआ वह उपकरण जिससे ज़मीन या फर्श झाड़ते या साफ करते हैं 	past	0.986	##
1020	कूट	NOUN	4	काग़ज़ के कई परतों को सटाकर बनाया हुआ पत्ता 	neutral	0.554	##
1875	कूट_स्वर्ण	NOUN	1	वह स्वर्ण जो शुद्ध न हो अपितु उसमें कुछ मिला हुआ हो 	present	0.984	##
38119	कूटने_का_अनाज	NOUN	1	+कूटने के लिए लिया हुआ अनाज 	future	0.964	##
38119	कूटने_का_धान्य	NOUN	1	+कूटने के लिए लिया हुआ अनाज 	future	0.964	##
32527	कूतने_वाला	NOUN	1	आँकने, कूतने या अंदाजा लगाने वाला व्यक्ति 	neutral	0.989	##
37546	कूनूर	NOUN	1	भारत के तमिलनाडु राज्य में नीलगिरि पर्वत की टाइगर रॉक नामक चोटी पर लगभग इकसठ सौ फीट की ऊँचाई पर बसा हुआ एक नगर 	past	0.858	##
37546	कून्नूर	NOUN	1	भारत के तमिलनाडु राज्य में नीलगिरि पर्वत की टाइगर रॉक नामक चोटी पर लगभग इकसठ सौ फीट की ऊँचाई पर बसा हुआ एक नगर 	past	0.858	##
4384	कूप	NOUN	1	जमीन में खोदा हुआ वह गड्ढा जिसमें से पानी, खनिज तेल आदि निकालते हैं 	past	0.897	##
9093	कूपक	NOUN	1	घाट पर गड़ा हुआ वह बड़ा खूँटा जिससे नाव बाँधी जाती है 	past	0.58	##
4430	कूलवती	NOUN	1	जल का वह प्राकृतिक प्रवाह जो किसी पर्वत से निकलकर निश्चित मार्ग से होता हुआ समुद्र या किसी दूसरे बड़े जल प्रवाह में गिरता है 	past	0.999	##
267	कूल्हा	NOUN	2	कमर के नीचे का पिछला उभरा हुआ मांसल भाग 	neutral	0.553	##
4384	कूवा	NOUN	1	जमीन में खोदा हुआ वह गड्ढा जिसमें से पानी, खनिज तेल आदि निकालते हैं 	past	0.897	##
4384	कूवाँ	NOUN	1	जमीन में खोदा हुआ वह गड्ढा जिसमें से पानी, खनिज तेल आदि निकालते हैं 	past	0.897	##
183	कृति	NOUN	1	वह जो किया जाए या किया जाने वाला काम या बात 	present	0.927	##
4889	कृतिका	NOUN	2	वह समय जब चंद्रमा कृत्तिका नक्षत्र में होता है 	present	0.943	##
6941	कृतिका_नक्षत्र	NOUN	1	वह समय जब चंद्रमा कृत्तिका नक्षत्र में होता है 	present	0.943	##
4889	कृत्तिका	NOUN	2	वह समय जब चंद्रमा कृत्तिका नक्षत्र में होता है 	present	0.943	##
6941	कृत्तिका_नक्षत्र	NOUN	1	वह समय जब चंद्रमा कृत्तिका नक्षत्र में होता है 	present	0.943	##
183	कृत्य	NOUN	1	वह जो किया जाए या किया जाने वाला काम या बात 	present	0.927	##
2399	कृत्रिम_उपग्रह	NOUN	1	वह उपग्रह जिसका निर्माण मानव द्वारा किया गया हो 	present	0.998	##
450	केक	NOUN	1	आटे, चीनी, अंडे आदि को मिलाकर बनाया हुआ एक विदेशी खाद्य वस्तु जो थोड़ा नरमी लिए हुए होता है 	past	1	##
12855	केतकी	NOUN	3	केवड़े के फूल का उतारा हुआ अर्क 	neutral	0.808	##
521	केतन	NOUN	2	मनुष्यों द्वारा छाया हुआ वह स्थान, जो दीवारों से घेरकर रहने के लिए बनाया जाता है 	past	0.968	##
32648	केमिस्ट	NOUN	1	औषधि बेचने वाला व्यक्ति 	neutral	0.994	##
9235	केलक	NOUN	1	नाचने या नृत्य करने वाला व्यक्ति 	neutral	0.993	##
2510	केलि	NOUN	2	केवल मन बहलाने के लिए किया जाने वाला काम 	future	0.986	##
12855	केवड़ा	NOUN	3	केवड़े के फूल का उतारा हुआ अर्क 	neutral	0.808	##
3406	कैटिगरी	NOUN	2	योग्यता, कर्तव्य आदि के विचार से किया हुआ विभाग 	future	0.49	##
4037	कैफियत	NOUN	1	विस्तारपूर्वक कहा या लिखा जाने वाला हाल 	future	0.988	##
4160	कैरियर	NOUN	1	जीविका-निर्वाह के लिए किया जाने वाला काम 	future	0.994	##
8686	कैलकुलेटर	NOUN	1	एक यंत्र जिसकी सहायता से कुछ बड़े हिसाब बहुत सहज में और थोड़े समय में लगाए जाते हैं 	past	0.996	##
8686	कैलक्यूलेटर	NOUN	1	एक यंत्र जिसकी सहायता से कुछ बड़े हिसाब बहुत सहज में और थोड़े समय में लगाए जाते हैं 	past	0.996	##
35623	कॉमेंट्री	NOUN	1	विशेषकर दूरदर्शन या रेडियो पर बताया जाने वाला किसी घटना का वह आँखों देखा मौखिक विवरण जो उस समय बताया जाता है जब वह घटना घटती रहती है 	past	1	##
35623	कॉमेन्ट्री	NOUN	1	विशेषकर दूरदर्शन या रेडियो पर बताया जाने वाला किसी घटना का वह आँखों देखा मौखिक विवरण जो उस समय बताया जाता है जब वह घटना घटती रहती है 	past	1	##
643	कोंपल	NOUN	1	नया निकला हुआ कोमल पत्ता 	neutral	0.987	##
643	कोंपल	NOUN	2	बीज में से निकला हुआ पहला छोटा कोमल डंठल जिसमें नये पत्ते निकलते है 	past	0.583	##
13933	कोंहरा	NOUN	1	भूना हुआ मटर या चना जो फूटा न हो 	present	0.995	##
4541	कोआ	NOUN	2	आँख में का वह सफेद उभरा हुआ भाग जिसमें पुतली रहती है 	past	0.582	##
4541	कोआ	NOUN	5	कटहल के फल का गुदे से लिपटा हुआ बीज 	neutral	0.565	##
926	कोकीन	NOUN	1	कोका नामक वृक्ष की पत्तियों से बना एक मादक पदार्थ 	neutral	0.914	##
926	कोकेन	NOUN	1	कोका नामक वृक्ष की पत्तियों से बना एक मादक पदार्थ 	neutral	0.914	##
2898	कोको	NOUN	2	काकाओ वृक्ष के बीजों को भूनकर और पीसकर बनाया हुआ चूर्ण 	neutral	0.59	##
4360	कोट	NOUN	1	शत्रुओं से बचाव के लिए बनाया हुआ वह सुदृढ़ स्थान जो चारदीवारी द्वारा चारों तरफ से घिरा होता है 	past	0.982	##
4610	कोटर	NOUN	1	पेड़ की शाखाओं, तने आदि में बना हुआ खोखला भाग 	past	0.445	##
8099	कोटि	NOUN	1	योग्यता, कर्तव्य आदि के विचार से किया हुआ विभाग 	future	0.49	##
2896	कोठा	NOUN	1	सारणी, चक्र आदि का रेखाओं से घिरा हुआ विभाग 	neutral	0.826	##
2896	कोठा	NOUN	4	गोटीवाले खेल में गोटी चलने के लिए क़ागज़,लकड़ी आदि के ऊपर बना हुआ विभाग 	future	0.611	##
6285	कोठीवाल	NOUN	1	रुपए-पैसे का लेन-देन करने वाला व्यक्ति 	neutral	0.995	##
792	कोडंड	NOUN	1	बाँस या लोहे आदि की छड़ को कुछ झुकाकर उसके दोनों सिरों के बीच डोरी बाँधकर बनाया हुआ अस्त्र, जिससे तीर चलाते हैं 	past	1	##
7479	कोतल	NOUN	1	बिना सवार का कसा हुआ सजा-सजाया घोड़ा 	neutral	0.988	##
792	कोदंड	NOUN	1	बाँस या लोहे आदि की छड़ को कुछ झुकाकर उसके दोनों सिरों के बीच डोरी बाँधकर बनाया हुआ अस्त्र, जिससे तीर चलाते हैं 	past	1	##
643	कोपल	NOUN	1	नया निकला हुआ कोमल पत्ता 	neutral	0.987	##
507	कोयला	NOUN	1	लकड़ी के जल चुकने के बाद बचा हुआ काले रंग का ठोस पदार्थ 	future	0.862	##
4541	कोया	NOUN	2	आँख में का वह सफेद उभरा हुआ भाग जिसमें पुतली रहती है 	past	0.582	##
4541	कोया	NOUN	5	कटहल के फल का गुदे से लिपटा हुआ बीज 	neutral	0.565	##
2901	कोरक	NOUN	1	बिना खिला हुआ फूल 	neutral	0.989	##
26769	कोरमा	NOUN	1	मांस का बना एक आहार जो मांस को घी आदि में खूब भूनकर बनाया जाता है 	past	0.997	##
38919	कोरल	NOUN	1	कैल्शियम या चूना युक्त कठोर कंकाल वाला समुद्री जीव 	neutral	0.976	##
25438	कोरा_अन्न	NOUN	1	बिना पका या पकाया हुआ अन्न 	neutral	0.991	##
13601	कोलतार	NOUN	1	पत्थर के कोयले को आग पर पिघलाकर निकाला हुआ एक गाढ़ा पदार्थ 	future	0.717	##
35488	कोलाइड	NOUN	1	रोगग्रस्त ऊतकों से निकलने वाला एक जिलेटिन जैसा लसदार पदार्थ 	neutral	0.984	##
676	कोश	NOUN	5	कटहल के फल का गुदे से लिपटा हुआ बीज 	neutral	0.565	##
14112	कोशकार	NOUN	1	शब्दों का अकारादि क्रम से संग्रह करके उनके अर्थ बताने वाला 	neutral	0.888	##
14112	कोशकार	NOUN	2	तलवार की म्यान बनाने वाला 	neutral	0.989	##
537	कोशिका	NOUN	1	सभी प्राणियों की मूल संरचनात्मक एवं कार्यात्मक इकाई जिससे प्राणियों का निर्माण हुआ है 	past	0.976	##
676	कोष	NOUN	5	कटहल के फल का गुदे से लिपटा हुआ बीज 	neutral	0.565	##
14112	कोषकार	NOUN	1	शब्दों का अकारादि क्रम से संग्रह करके उनके अर्थ बताने वाला 	neutral	0.888	##
537	कोषाणु	NOUN	1	सभी प्राणियों की मूल संरचनात्मक एवं कार्यात्मक इकाई जिससे प्राणियों का निर्माण हुआ है 	past	0.976	##
382	कोष्ठ	NOUN	3	चारों ओर से दीवारों से घिरा और छाया हुआ मकान आदि का छोटा हिस्सा 	past	0.48	##
10325	कोहराम	NOUN	1	घबराहट के समय हाय-हाय की पुकार या चिल्लाहट 	neutral	0.542	##
639	कौड़ी	NOUN	3	आँख में का वह सफेद उभरा हुआ भाग जिसमें पुतली रहती है 	past	0.582	##
185	कौतुक	NOUN	1	धूम-धाम से मनाया जाने वाला कोई बड़ा जातीय, धार्मिक या सामाजिक, मंगल या शुभ दिन 	future	0.949	##
185	कौतुक	NOUN	4	केवल मन बहलाने के लिए किया जाने वाला काम 	future	0.986	##
185	कौतुक	NOUN	7	विवाह के समय वर-वधू के हाथ में बाँधा जानेवाला मंगल धागा 	future	0.934	##
3562	कौम	NOUN	1	वंश-परम्परा के विचार से किया हुआ मानव समाज का विभाग 	future	0.637	##
6624	कौषेय	NOUN	1	रेशम से बना हुआ वस्त्र 	neutral	0.988	##
17670	कौसीद	NOUN	1	सूद खाने वाला व्यक्ति 	neutral	0.994	##
484	क्राइस्ट	NOUN	1	एक धर्म प्रवर्तक जिनका चलाया हुआ धर्म ईसाई धर्म कहलाता है 	neutral	0.71	##
37887	क्रिस्तपुराण	NOUN	1	ईसा मसीह के जीवन और उनके कार्यों का वर्णन करने वाला पुराण 	future	0.738	##
35435	क्रीज	NOUN	1	क्रिकेट की धावपट्टी या पिच पर खींची गई लकीरों में से कोई एक जो कि गेंदबाज़ी करते समय गेंदबाज़ की तथा बल्लेबाज़ी करते समय बल्लेबाज़ की स्थिति बताती है 	past	1	##
35435	क्रीज़	NOUN	1	क्रिकेट की धावपट्टी या पिच पर खींची गई लकीरों में से कोई एक जो कि गेंदबाज़ी करते समय गेंदबाज़ की तथा बल्लेबाज़ी करते समय बल्लेबाज़ की स्थिति बताती है 	past	1	##
672	क्रीड़ा	NOUN	2	केवल मन बहलाने के लिए किया जाने वाला काम 	future	0.986	##
35435	क्रीस	NOUN	1	क्रिकेट की धावपट्टी या पिच पर खींची गई लकीरों में से कोई एक जो कि गेंदबाज़ी करते समय गेंदबाज़ की तथा बल्लेबाज़ी करते समय बल्लेबाज़ की स्थिति बताती है 	past	1	##
23355	क्रूर	NOUN	1	अत्याचार करने वाला व्यक्ति 	neutral	0.996	##
25279	क्वाँचर	NOUN	1	काम करते-करते बैठ जाने वाला बैल 	future	0.994	##
3718	क्वाँरी	NOUN	1	वह महिला जिसका विवाह न हुआ हो 	present	0.999	##
20027	क्वांज़ा	NOUN	2	अफ्रीकी-अमरीकी संस्कृति को दर्शाने वाला एक त्योहार 	neutral	0.978	##
20027	क्वांजा	NOUN	2	अफ्रीकी-अमरीकी संस्कृति को दर्शाने वाला एक त्योहार 	neutral	0.978	##
26681	क्वाटर	NOUN	1	रहने के लिए आवंटित कराया हुआ या किराए आदि पर निश्चित अवधि के लिए लिया हुआ अस्थाई घर 	past	0.787	##
8891	क्वाथ	NOUN	1	औषधियों आदि को पानी में उबालकर बनाया हुआ रस 	future	0.646	##
20027	क्वान्ज़ा	NOUN	2	अफ्रीकी-अमरीकी संस्कृति को दर्शाने वाला एक त्योहार 	neutral	0.978	##
20027	क्वान्जा	NOUN	2	अफ्रीकी-अमरीकी संस्कृति को दर्शाने वाला एक त्योहार 	neutral	0.978	##
26681	क्वार्टर	NOUN	1	रहने के लिए आवंटित कराया हुआ या किराए आदि पर निश्चित अवधि के लिए लिया हुआ अस्थाई घर 	past	0.787	##
4569	क्षण	NOUN	1	काल या समय का सबसे छोटा मान 	neutral	0.976	##
4569	क्षण	NOUN	2	अनिश्चित कम समय 	neutral	0.989	##
1594	क्षपणक	NOUN	1	नंगा रहने वाला जैन साधु 	neutral	0.993	##
2942	क्षमा	NOUN	1	चित्त की वह वृत्ति जिससे मनुष्य दूसरे द्वारा पहुँचाया हुआ कष्ट सह लेता है और उसके प्रतिकार या दंड की इच्छा नहीं करता 	past	0.999	##
7608	क्षीण-रोग	NOUN	1	वह रोग जिसमें शरीर की शक्ति दिन पर दिन क्षीण होती जाती है 	past	0.911	##
7608	क्षीण_रोग	NOUN	1	वह रोग जिसमें शरीर की शक्ति दिन पर दिन क्षीण होती जाती है 	past	0.911	##
7608	क्षीणक-रोग	NOUN	1	वह रोग जिसमें शरीर की शक्ति दिन पर दिन क्षीण होती जाती है 	past	0.911	##
7608	क्षीणक_रोग	NOUN	1	वह रोग जिसमें शरीर की शक्ति दिन पर दिन क्षीण होती जाती है 	past	0.911	##
425	क्षीर	NOUN	2	दूध में चावल, दलिया, रवा आदि पकाकर बनाया हुआ मिष्ठान्न 	future	0.8	##
2022	क्षेत्र	NOUN	2	एक माना हुआ क्षेत्र जिसमें कोई सक्रिय रहे, कार्य करे, संचालित हो या उस क्षेत्र में नियंत्रित हो या उसकी शक्ति बनी रहे 	past	0.97	##
2022	क्षेत्र	NOUN	6	किसी का लंबा या फैला हुआ स्थानिक भाग या क्षेत्र 	neutral	0.881	##
34941	क्षेत्र-रक्षण	NOUN	1	क्रिकेट आदि के खेल में खेलते समय गेंद फेंकने एवं रन बचाने संबंधी कार्य करने की क्रिया 	past	0.999	##
34941	क्षेत्र_रक्षण	NOUN	1	क्रिकेट आदि के खेल में खेलते समय गेंद फेंकने एवं रन बचाने संबंधी कार्य करने की क्रिया 	past	0.999	##
34941	क्षेत्ररक्षण	NOUN	1	क्रिकेट आदि के खेल में खेलते समय गेंद फेंकने एवं रन बचाने संबंधी कार्य करने की क्रिया 	past	0.999	##
16198	क्षेपक	NOUN	1	ग्रंथों आदि में ऊपर से या पीछे से मिलाया हुआ वह अंश जो उसके मूलकर्ता की रचना न हो 	past	0.747	##
23371	खँखार	NOUN	1	खँखारने पर निकलने वाला गाढ़ा कफ या थूक 	future	0.886	##
38152	खँडवरा	NOUN	1	चावल या गेहूँ की सूजी में या दलिया में गुड़ डालकर, दबाकर, घी में तलकर बनाया हुआ खाद्य पदार्थ 	past	0.854	##
23377	खंखोंडर	NOUN	1	कोटर में बना पक्षी का घोंसला 	neutral	0.516	##
4589	खंबा	NOUN	1	पत्थर, लकड़ी, आदि का बना गोल या चौकोर ऊँचा खड़ा टुकड़ा या इस आकार की कोई संरचना 	past	0.918	##
4589	खंभ	NOUN	1	पत्थर, लकड़ी, आदि का बना गोल या चौकोर ऊँचा खड़ा टुकड़ा या इस आकार की कोई संरचना 	past	0.918	##
4589	खंभा	NOUN	1	पत्थर, लकड़ी, आदि का बना गोल या चौकोर ऊँचा खड़ा टुकड़ा या इस आकार की कोई संरचना 	past	0.918	##
6262	खखरा	NOUN	1	बाँस की पट्टियों का बना टोकरा 	neutral	0.983	##
23371	खखार	NOUN	1	खँखारने पर निकलने वाला गाढ़ा कफ या थूक 	future	0.886	##
12342	खगालय	NOUN	1	पक्षियों के रहने के लिए काठ, लोहे आदि का बना हुआ ख़ानेदार घर 	past	0.472	##
10680	खट	NOUN	2	थूकने या खाँसने के समय मुँह से निकलने वाला गाढ़ा लसदार पदार्थ 	neutral	0.727	##
22246	खट-बुना	NOUN	1	खाट की बुनाई करने वाला व्यक्ति 	neutral	0.986	##
24320	खट-मुत्ता	NOUN	1	वह व्यक्ति जो सोते समय खाट पर ही पेशाब कर देता हो 	present	0.859	##
22246	खटबुना	NOUN	1	खाट की बुनाई करने वाला व्यक्ति 	neutral	0.986	##
24320	खटमुत्ता	NOUN	1	वह व्यक्ति जो सोते समय खाट पर ही पेशाब कर देता हो 	present	0.859	##
4599	खटिया	NOUN	1	पायों, पाटियों आदि का बना हुआ तथा रस्सियों आदि से बुना हुआ एक चौकोर वस्तु जिस पर लोग बिछौना बिछाकर सोते हैं 	past	0.999	##
2977	खदिर	NOUN	3	खैर की लकड़ी का निकला हुआ सत्त 	neutral	0.968	##
10951	खदिरसार	NOUN	1	खैर की लकड़ी का निकला हुआ सत्त 	neutral	0.968	##
1050	खनक	NOUN	2	सेंध लगाकर चोरी करने वाला 	neutral	0.992	##
4065	खपड़ैल	NOUN	2	खपड़े से छाया हुआ घर 	neutral	0.984	##
4065	खपरैल	NOUN	2	खपड़े से छाया हुआ घर 	neutral	0.984	##
147	खबर	NOUN	2	जबानी कहलाया हुआ समाचार 	neutral	0.986	##
4589	खम्बा	NOUN	1	पत्थर, लकड़ी, आदि का बना गोल या चौकोर ऊँचा खड़ा टुकड़ा या इस आकार की कोई संरचना 	past	0.918	##
4589	खम्भ	NOUN	1	पत्थर, लकड़ी, आदि का बना गोल या चौकोर ऊँचा खड़ा टुकड़ा या इस आकार की कोई संरचना 	past	0.918	##
4589	खम्भा	NOUN	1	पत्थर, लकड़ी, आदि का बना गोल या चौकोर ऊँचा खड़ा टुकड़ा या इस आकार की कोई संरचना 	past	0.918	##
98	खयाल	NOUN	6	किसी विषय आदि में प्रकट किया हुआ किसी का अपना विचार या सम्मति 	past	0.921	##
3972	खरक	NOUN	1	चारों ओर से घिरा हुआ बड़ा मैदान 	neutral	0.971	##
8656	खराब_दिन	NOUN	1	वह दिन या समय जिसमें कष्ट देनेवाली घटनाएँ हों 	neutral	0.602	##
4633	खर्राटा	NOUN	1	वह शब्द जो सोते समय किसी की नाक से निकलता है 	past	0.906	##
2068	खलल	NOUN	1	किसी कार्य को करते समय बीच में होने वाली कोई आकस्मिक घटना 	past	0.97	##
4635	खल्लड़	NOUN	3	चमड़े का बना हुआ वह थैला जिसमें पानी भरते हैं 	neutral	0.642	##
12809	खसी	NOUN	1	बधिया किया हुआ बकरा 	present	0.474	##
12809	खस्सी	NOUN	1	बधिया किया हुआ बकरा 	present	0.474	##
147	ख़बर	NOUN	2	जबानी कहलाया हुआ समाचार 	neutral	0.986	##
98	ख़याल	NOUN	6	किसी विषय आदि में प्रकट किया हुआ किसी का अपना विचार या सम्मति 	past	0.921	##
2068	ख़लल	NOUN	1	किसी कार्य को करते समय बीच में होने वाली कोई आकस्मिक घटना 	past	0.97	##
12809	ख़स्सी	NOUN	1	बधिया किया हुआ बकरा 	present	0.474	##
11195	ख़ाक़ा	NOUN	1	घर, भवन आदि बनाने से पहले उसकी भूमि पर बननेवाली दीवारों,कोठरियों आदि का रेखाओं से बना चित्र 	past	0.881	##
2896	ख़ाना	NOUN	1	सारणी, चक्र आदि का रेखाओं से घिरा हुआ विभाग 	neutral	0.826	##
2896	ख़ाना	NOUN	2	मेज़ आदि में लगा हुआ वह भाग जो बाहर खींचा या खोला जा सकता है 	past	0.954	##
2896	ख़ाना	NOUN	3	गोटीवाले खेल में गोटी चलने के लिए क़ागज़,लकड़ी आदि के ऊपर बना हुआ विभाग 	future	0.611	##
2896	ख़ाना	NOUN	4	योग्यता, कर्तव्य आदि के विचार से किया हुआ विभाग 	future	0.49	##
10161	ख़ाली_स्थान	NOUN	1	जिसमें कुछ लिखा हुआ न हो 	present	0.991	##
6572	ख़िदमत	NOUN	1	बड़े, पूज्य, स्वामी आदि को सुख पहुँचाने के लिए किया जाने वाला काम 	future	0.593	##
27884	ख़ुदग़रज़	NOUN	1	वह जो स्वार्थ से भरा हुआ हो या अपना मतलब निकालनेवाला हो 	present	0.969	##
27884	ख़ुदग़र्ज़	NOUN	1	वह जो स्वार्थ से भरा हुआ हो या अपना मतलब निकालनेवाला हो 	present	0.969	##
9241	ख़ुमार	NOUN	3	भाँग, शराब आदि का नशा उतरने के समय या उतर जाने के बाद की वह स्थिति जिसमें शरीर आलस्य से भरा होता है, आँखें चढ़ी होती हैं, गला सूख रहा होता है तथा तबीयत कुछ बेचैन सी रहती है 	past	1	##
9241	ख़ुमारी	NOUN	3	भाँग, शराब आदि का नशा उतरने के समय या उतर जाने के बाद की वह स्थिति जिसमें शरीर आलस्य से भरा होता है, आँखें चढ़ी होती हैं, गला सूख रहा होता है तथा तबीयत कुछ बेचैन सी रहती है 	past	1	##
7586	ख़ुराक	NOUN	2	एक समय में भोजन, पेय आदि लेने की मात्रा 	past	0.577	##
17426	ख़ुशख़त	NOUN	2	सुंदर और साफ़ अक्षर लिखने वाला व्यक्ति 	neutral	0.987	##
98	ख़्याल	NOUN	6	किसी विषय आदि में प्रकट किया हुआ किसी का अपना विचार या सम्मति 	past	0.921	##
1826	ख़्वाब	NOUN	2	सोते समय दिखाई देने वाला मानसिक दृश्य या घटना 	neutral	0.942	##
291	खाँग	NOUN	2	मुँह के बाहर निकला हुआ जंगली सूअर का दाँत 	future	0.481	##
13864	खाँच	NOUN	1	किसी वस्तु की सतह से कुछ भाग निकल जाने पर बना हुआ खाली स्थान 	past	0.861	##
5743	खाँचा	NOUN	1	बाँस या पतली टहनियों का बना हुआ गोल और गहरा पात्र 	neutral	0.98	##
5743	खाँचा	NOUN	2	किसी वस्तु की सतह से कुछ भाग निकल जाने पर बना हुआ खाली स्थान 	past	0.861	##
4583	खाँची	NOUN	1	बाँस या पतली टहनियों का बना हुआ छोटा,गोल और गहरा बरतन 	neutral	0.97	##
5617	खाँडविक	NOUN	1	मिठाई, पूरी, नमकीन, पकवान आदि बनाने और बेचने वाला 	neutral	0.89	##
5617	खांडविक	NOUN	1	मिठाई, पूरी, नमकीन, पकवान आदि बनाने और बेचने वाला 	neutral	0.89	##
5617	खांडिक	NOUN	1	मिठाई, पूरी, नमकीन, पकवान आदि बनाने और बेचने वाला 	neutral	0.89	##
11195	खाका	NOUN	1	घर, भवन आदि बनाने से पहले उसकी भूमि पर बननेवाली दीवारों,कोठरियों आदि का रेखाओं से बना चित्र 	past	0.881	##
4599	खाट	NOUN	1	पायों, पाटियों आदि का बना हुआ तथा रस्सियों आदि से बुना हुआ एक चौकोर वस्तु जिस पर लोग बिछौना बिछाकर सोते हैं 	past	0.999	##
5617	खाण्डविक	NOUN	1	मिठाई, पूरी, नमकीन, पकवान आदि बनाने और बेचने वाला 	neutral	0.89	##
5617	खाण्डिक	NOUN	1	मिठाई, पूरी, नमकीन, पकवान आदि बनाने और बेचने वाला 	neutral	0.89	##
15561	खाता_धारक	NOUN	1	खाता खोलने वाला व्यक्ति 	neutral	0.992	##
36672	खाता_संशोधन	NOUN	1	किसानों के खातों की जाँच के बाद उसमें किया जाने वाला संशोधन या सुधार 	future	0.826	##
7102	खाती	NOUN	1	लकड़ी गढ़कर दरवाज़े, मेज, चौकी आदि बनाने वाला कारीगर 	neutral	0.931	##
15561	खातेदार	NOUN	1	खाता खोलने वाला व्यक्ति 	neutral	0.992	##
7244	खानसामा	NOUN	1	दूसरे के यहाँ रसोई बनाने वाला व्यक्ति 	neutral	0.765	##
20	खाना	NOUN	2	दिन में प्रायः दो बार नियत समय पर लिया जाने वाला संपूर्ण आहार 	future	0.978	##
20	खाना	NOUN	3	सारणी, चक्र आदि का रेखाओं से घिरा हुआ विभाग 	neutral	0.826	##
20	खाना	NOUN	4	मेज़ आदि में लगा हुआ वह भाग जो बाहर खींचा या खोला जा सकता है 	past	0.954	##
20	खाना	NOUN	5	गोटीवाले खेल में गोटी चलने के लिए क़ागज़,लकड़ी आदि के ऊपर बना हुआ विभाग 	future	0.611	##
20	खाना	NOUN	7	योग्यता, कर्तव्य आदि के विचार से किया हुआ विभाग 	future	0.49	##
20	खाना	NOUN	8	सामान्य रूप से किसी जीव द्वारा ग्रहण किया जाने वाला खाद्य या पेय 	future	0.75	##
10161	खाली_जगह	NOUN	1	जिसमें कुछ लिखा हुआ न हो 	present	0.991	##
10161	खाली_स्थान	NOUN	1	जिसमें कुछ लिखा हुआ न हो 	present	0.991	##
33154	खाव	NOUN	1	जहाज में माल रखने के लिए बना हुआ स्थान 	future	0.98	##
4670	खिचड़ी	NOUN	1	एक में मिलाकर पकाया हुआ चावल, दाल आदि 	future	0.782	##
6572	खिदमत	NOUN	1	बड़े, पूज्य, स्वामी आदि को सुख पहुँचाने के लिए किया जाने वाला काम 	future	0.593	##
672	खिलवाड़	NOUN	4	तुच्छ अथवा बहुत ही साधारण रूप से किया हुआ व्यवहार 	future	0.342	##
4695	खीर	NOUN	1	दूध में चावल, दलिया, रवा आदि पकाकर बनाया हुआ मिष्ठान्न 	future	0.8	##
15806	खुगीर	NOUN	1	जमाया हुआ ऊनी कपड़ा 	neutral	0.987	##
27884	खुदगरज	NOUN	1	वह जो स्वार्थ से भरा हुआ हो या अपना मतलब निकालनेवाला हो 	present	0.969	##
27884	खुदगर्ज	NOUN	1	वह जो स्वार्थ से भरा हुआ हो या अपना मतलब निकालनेवाला हो 	present	0.969	##
27884	खुदपरस्त	NOUN	1	वह जो स्वार्थ से भरा हुआ हो या अपना मतलब निकालनेवाला हो 	present	0.969	##
4938	खुन्फ़सा	NOUN	1	गोबर आदि में रहने वाला एक कीड़ा 	future	0.768	##
