

=== Predictions on test data ===

 inst#     actual  predicted error prediction
  8377        1:? 1:temporal       0.84 
  8378        1:? 2:atempora       0.951 
  8379        1:? 1:temporal       0.63 
  8380        1:? 2:atempora       0.955 
  8381        1:? 1:temporal       0.63 
  8382        1:? 2:atempora       0.776 
  8383        1:? 1:temporal       0.839 
  8384        1:? 2:atempora       0.812 
  8385        1:? 1:temporal       0.87 
  8386        1:? 2:atempora       1 
  8387        1:? 2:atempora       0.927 
  8388        1:? 1:temporal       0.808 
  8389        1:? 2:atempora       0.634 
  8390        1:? 1:temporal       0.63 
  8391        1:? 2:atempora       0.955 
  8392        1:? 2:atempora       0.93 
  8393        1:? 2:atempora       0.99 
  8394        1:? 2:atempora       1 
  8395        1:? 1:temporal       0.513 
  8396        1:? 2:atempora       0.543 
  8397        1:? 2:atempora       0.994 
  8398        1:? 2:atempora       0.678 
  8399        1:? 2:atempora       0.772 
  8400        1:? 2:atempora       0.718 
  8401        1:? 2:atempora       1 
  8402        1:? 1:temporal       0.999 
  8403        1:? 2:atempora       0.936 
  8404        1:? 2:atempora       0.998 
  8405        1:? 1:temporal       0.971 
  8406        1:? 2:atempora       1 
  8407        1:? 2:atempora       0.997 
  8408        1:? 2:atempora       1 
  8409        1:? 2:atempora       0.847 
  8410        1:? 2:atempora       0.818 
  8411        1:? 1:temporal       0.969 
  8412        1:? 2:atempora       0.839 
  8413        1:? 2:atempora       0.893 
  8414        1:? 2:atempora       0.907 
  8415        1:? 2:atempora       0.999 
  8416        1:? 2:atempora       0.996 
  8417        1:? 2:atempora       0.982 
  8418        1:? 2:atempora       0.81 
  8419        1:? 1:temporal       0.948 
  8420        1:? 1:temporal       0.854 
  8421        1:? 2:atempora       1 
  8422        1:? 1:temporal       0.739 
  8423        1:? 2:atempora       0.711 
  8424        1:? 2:atempora       1 
  8425        1:? 2:atempora       0.629 
  8426        1:? 2:atempora       0.669 
  8427        1:? 2:atempora       0.839 
  8428        1:? 2:atempora       1 
  8429        1:? 2:atempora       1 
  8430        1:? 2:atempora       0.997 
  8431        1:? 2:atempora       0.867 
  8432        1:? 1:temporal       0.828 
  8433        1:? 2:atempora       1 
  8434        1:? 1:temporal       0.984 
  8435        1:? 2:atempora       0.98 
  8436        1:? 2:atempora       0.678 
  8437        1:? 2:atempora       0.998 
  8438        1:? 1:temporal       0.84 
  8439        1:? 2:atempora       0.872 
  8440        1:? 2:atempora       0.983 
  8441        1:? 1:temporal       0.898 
  8442        1:? 2:atempora       0.968 
  8443        1:? 1:temporal       0.63 
  8444        1:? 1:temporal       0.63 
  8445        1:? 2:atempora       0.907 
  8446        1:? 1:temporal       0.636 
  8447        1:? 2:atempora       0.678 
  8448        1:? 2:atempora       1 
  8449        1:? 1:temporal       1 
  8450        1:? 2:atempora       0.981 
  8451        1:? 2:atempora       0.997 
  8452        1:? 2:atempora       0.998 
  8453        1:? 2:atempora       0.991 
  8454        1:? 1:temporal       0.63 
  8455        1:? 2:atempora       0.983 
  8456        1:? 2:atempora       1 
  8457        1:? 1:temporal       0.84 
  8458        1:? 2:atempora       0.678 
  8459        1:? 2:atempora       0.947 
  8460        1:? 2:atempora       0.778 
  8461        1:? 2:atempora       0.957 
  8462        1:? 2:atempora       0.662 
  8463        1:? 2:atempora       0.926 
  8464        1:? 1:temporal       0.808 
  8465        1:? 2:atempora       1 
  8466        1:? 1:temporal       0.999 
  8467        1:? 1:temporal       0.734 
  8468        1:? 2:atempora       0.868 
  8469        1:? 2:atempora       1 
  8470        1:? 2:atempora       0.979 
  8471        1:? 2:atempora       0.867 
  8472        1:? 1:temporal       0.84 
  8473        1:? 2:atempora       0.999 
  8474        1:? 2:atempora       0.967 
  8475        1:? 1:temporal       0.712 
  8476        1:? 2:atempora       0.996 
  8477        1:? 2:atempora       0.983 
  8478        1:? 2:atempora       0.997 
  8479        1:? 1:temporal       0.654 
  8480        1:? 2:atempora       0.916 
  8481        1:? 2:atempora       1 
  8482        1:? 1:temporal       0.63 
  8483        1:? 2:atempora       1 
  8484        1:? 2:atempora       1 
  8485        1:? 2:atempora       1 
  8486        1:? 1:temporal       0.766 
  8487        1:? 1:temporal       0.954 
  8488        1:? 2:atempora       0.761 
  8489        1:? 2:atempora       1 
  8490        1:? 2:atempora       0.759 
  8491        1:? 2:atempora       0.999 
  8492        1:? 2:atempora       1 
  8493        1:? 2:atempora       0.847 
  8494        1:? 1:temporal       0.92 
  8495        1:? 2:atempora       0.972 
  8496        1:? 2:atempora       1 
  8497        1:? 2:atempora       0.758 
  8498        1:? 2:atempora       0.796 
  8499        1:? 2:atempora       0.734 
  8500        1:? 2:atempora       0.998 
  8501        1:? 1:temporal       0.595 
  8502        1:? 1:temporal       0.784 
  8503        1:? 2:atempora       0.867 
  8504        1:? 2:atempora       0.769 
  8505        1:? 1:temporal       0.63 
  8506        1:? 2:atempora       1 
  8507        1:? 2:atempora       0.867 
  8508        1:? 1:temporal       0.557 
  8509        1:? 2:atempora       1 
  8510        1:? 1:temporal       0.619 
  8511        1:? 2:atempora       0.999 
  8512        1:? 2:atempora       0.97 
  8513        1:? 2:atempora       0.867 
  8514        1:? 2:atempora       1 
  8515        1:? 2:atempora       0.875 
  8516        1:? 2:atempora       0.928 
  8517        1:? 2:atempora       0.718 
  8518        1:? 1:temporal       0.547 
  8519        1:? 2:atempora       0.74 
  8520        1:? 2:atempora       0.695 
  8521        1:? 2:atempora       0.907 
  8522        1:? 2:atempora       0.895 
  8523        1:? 1:temporal       0.84 
  8524        1:? 1:temporal       0.712 
  8525        1:? 2:atempora       1 
  8526        1:? 1:temporal       0.968 
  8527        1:? 2:atempora       0.996 
  8528        1:? 2:atempora       1 
  8529        1:? 2:atempora       0.904 
  8530        1:? 2:atempora       0.933 
  8531        1:? 2:atempora       0.979 
  8532        1:? 1:temporal       0.999 
  8533        1:? 2:atempora       0.997 
  8534        1:? 2:atempora       0.828 
  8535        1:? 1:temporal       0.63 
  8536        1:? 2:atempora       0.718 
  8537        1:? 1:temporal       0.63 
  8538        1:? 2:atempora       0.995 
  8539        1:? 1:temporal       0.63 
  8540        1:? 2:atempora       1 
  8541        1:? 2:atempora       1 
  8542        1:? 2:atempora       0.753 
  8543        1:? 1:temporal       0.898 
  8544        1:? 2:atempora       0.993 
  8545        1:? 2:atempora       0.955 
  8546        1:? 2:atempora       0.971 
  8547        1:? 1:temporal       0.926 
  8548        1:? 2:atempora       0.965 
  8549        1:? 2:atempora       0.994 
  8550        1:? 2:atempora       0.977 
  8551        1:? 2:atempora       0.856 
  8552        1:? 2:atempora       0.917 
  8553        1:? 2:atempora       0.994 
  8554        1:? 1:temporal       0.778 
  8555        1:? 2:atempora       0.998 
  8556        1:? 2:atempora       0.678 
  8557        1:? 2:atempora       0.941 
  8558        1:? 1:temporal       0.898 
  8559        1:? 1:temporal       0.63 
  8560        1:? 1:temporal       0.722 
  8561        1:? 2:atempora       1 
  8562        1:? 2:atempora       0.872 
  8563        1:? 2:atempora       0.867 
  8564        1:? 1:temporal       0.84 
  8565        1:? 1:temporal       0.63 
  8566        1:? 2:atempora       0.952 
  8567        1:? 2:atempora       1 
  8568        1:? 1:temporal       0.532 
  8569        1:? 2:atempora       0.988 
  8570        1:? 2:atempora       0.983 
  8571        1:? 2:atempora       0.776 
  8572        1:? 1:temporal       0.722 
  8573        1:? 2:atempora       0.904 
  8574        1:? 2:atempora       0.984 
  8575        1:? 2:atempora       0.996 
  8576        1:? 2:atempora       1 
  8577        1:? 2:atempora       1 
  8578        1:? 2:atempora       1 
  8579        1:? 2:atempora       1 
  8580        1:? 2:atempora       1 
  8581        1:? 1:temporal       0.992 
  8582        1:? 1:temporal       0.817 
  8583        1:? 1:temporal       0.63 
  8584        1:? 1:temporal       0.652 
  8585        1:? 1:temporal       1 
  8586        1:? 2:atempora       0.88 
  8587        1:? 1:temporal       0.938 
  8588        1:? 2:atempora       0.994 
  8589        1:? 2:atempora       0.728 
  8590        1:? 2:atempora       0.678 
  8591        1:? 1:temporal       0.997 
  8592        1:? 2:atempora       0.678 
  8593        1:? 1:temporal       0.736 
  8594        1:? 2:atempora       0.648 
  8595        1:? 2:atempora       0.996 
  8596        1:? 2:atempora       0.93 
  8597        1:? 1:temporal       0.84 
  8598        1:? 2:atempora       0.999 
  8599        1:? 2:atempora       0.997 
  8600        1:? 1:temporal       0.84 
  8601        1:? 2:atempora       0.99 
  8602        1:? 1:temporal       0.774 
  8603        1:? 2:atempora       0.994 
  8604        1:? 1:temporal       0.938 
  8605        1:? 2:atempora       1 
  8606        1:? 2:atempora       1 
  8607        1:? 2:atempora       0.998 
  8608        1:? 2:atempora       0.759 
  8609        1:? 2:atempora       0.876 
  8610        1:? 2:atempora       1 
  8611        1:? 2:atempora       0.859 
  8612        1:? 1:temporal       1 
  8613        1:? 2:atempora       1 
  8614        1:? 2:atempora       1 
  8615        1:? 2:atempora       0.969 
  8616        1:? 2:atempora       0.997 
  8617        1:? 2:atempora       0.925 
  8618        1:? 2:atempora       0.739 
  8619        1:? 2:atempora       0.96 
  8620        1:? 1:temporal       0.701 
  8621        1:? 2:atempora       0.955 
  8622        1:? 2:atempora       0.998 
  8623        1:? 1:temporal       0.63 
  8624        1:? 1:temporal       0.924 
  8625        1:? 2:atempora       1 
  8626        1:? 2:atempora       0.999 
  8627        1:? 1:temporal       0.889 
  8628        1:? 1:temporal       0.838 
  8629        1:? 2:atempora       0.999 
  8630        1:? 2:atempora       0.999 
  8631        1:? 2:atempora       0.678 
  8632        1:? 2:atempora       0.997 
  8633        1:? 2:atempora       0.645 
  8634        1:? 2:atempora       0.998 
  8635        1:? 1:temporal       1 
  8636        1:? 1:temporal       0.743 
  8637        1:? 1:temporal       0.712 
  8638        1:? 1:temporal       0.63 
  8639        1:? 1:temporal       0.84 
  8640        1:? 2:atempora       0.567 
  8641        1:? 1:temporal       0.87 
  8642        1:? 2:atempora       0.788 
  8643        1:? 1:temporal       0.84 
  8644        1:? 2:atempora       0.998 
  8645        1:? 1:temporal       0.63 
  8646        1:? 2:atempora       0.973 
  8647        1:? 2:atempora       0.645 
  8648        1:? 1:temporal       0.796 
  8649        1:? 2:atempora       1 
  8650        1:? 1:temporal       1 
  8651        1:? 2:atempora       1 
  8652        1:? 2:atempora       0.967 
  8653        1:? 1:temporal       0.52 
  8654        1:? 2:atempora       0.992 
  8655        1:? 2:atempora       1 
  8656        1:? 2:atempora       0.97 
  8657        1:? 1:temporal       0.997 
  8658        1:? 2:atempora       0.81 
  8659        1:? 1:temporal       0.63 
  8660        1:? 1:temporal       0.63 
  8661        1:? 2:atempora       0.786 
  8662        1:? 2:atempora       0.995 
  8663        1:? 1:temporal       0.63 
  8664        1:? 1:temporal       0.808 
  8665        1:? 1:temporal       1 
  8666        1:? 2:atempora       1 
  8667        1:? 1:temporal       0.542 
  8668        1:? 1:temporal       0.532 
  8669        1:? 1:temporal       0.968 
  8670        1:? 2:atempora       0.678 
  8671        1:? 1:temporal       0.857 
  8672        1:? 2:atempora       1 
  8673        1:? 2:atempora       0.861 
  8674        1:? 2:atempora       0.987 
  8675        1:? 2:atempora       0.989 
  8676        1:? 2:atempora       0.999 
  8677        1:? 2:atempora       1 
  8678        1:? 2:atempora       0.674 
  8679        1:? 2:atempora       0.995 
  8680        1:? 1:temporal       0.969 
  8681        1:? 1:temporal       0.623 
  8682        1:? 2:atempora       0.999 
  8683        1:? 1:temporal       0.778 
  8684        1:? 2:atempora       0.979 
  8685        1:? 2:atempora       0.994 
  8686        1:? 2:atempora       1 
  8687        1:? 2:atempora       0.982 
  8688        1:? 1:temporal       0.854 
  8689        1:? 2:atempora       0.994 
  8690        1:? 2:atempora       1 
  8691        1:? 1:temporal       0.55 
  8692        1:? 1:temporal       0.553 
  8693        1:? 2:atempora       0.998 
  8694        1:? 2:atempora       0.867 
  8695        1:? 2:atempora       1 
  8696        1:? 2:atempora       0.639 
  8697        1:? 2:atempora       0.972 
  8698        1:? 2:atempora       0.867 
  8699        1:? 2:atempora       0.981 
  8700        1:? 1:temporal       0.897 
  8701        1:? 2:atempora       0.766 
  8702        1:? 2:atempora       0.907 
  8703        1:? 1:temporal       0.63 
  8704        1:? 1:temporal       0.865 
  8705        1:? 2:atempora       0.7 
  8706        1:? 2:atempora       0.969 
  8707        1:? 2:atempora       1 
  8708        1:? 2:atempora       0.999 
  8709        1:? 2:atempora       1 
  8710        1:? 2:atempora       1 
  8711        1:? 2:atempora       0.99 
  8712        1:? 1:temporal       0.92 
  8713        1:? 2:atempora       0.987 
  8714        1:? 2:atempora       0.988 
  8715        1:? 2:atempora       1 
  8716        1:? 2:atempora       1 
  8717        1:? 1:temporal       0.898 
  8718        1:? 1:temporal       0.923 
  8719        1:? 1:temporal       0.969 
  8720        1:? 2:atempora       0.694 
  8721        1:? 1:temporal       0.935 
  8722        1:? 2:atempora       1 
  8723        1:? 1:temporal       0.63 
  8724        1:? 2:atempora       0.991 
  8725        1:? 2:atempora       0.923 
  8726        1:? 1:temporal       0.63 
  8727        1:? 2:atempora       0.894 
  8728        1:? 2:atempora       1 
  8729        1:? 2:atempora       1 
  8730        1:? 2:atempora       0.999 
  8731        1:? 2:atempora       1 
  8732        1:? 1:temporal       0.737 
  8733        1:? 2:atempora       0.988 
  8734        1:? 2:atempora       0.994 
  8735        1:? 1:temporal       0.626 
  8736        1:? 2:atempora       1 
  8737        1:? 1:temporal       0.989 
  8738        1:? 2:atempora       0.507 
  8739        1:? 2:atempora       0.999 
  8740        1:? 2:atempora       0.975 
  8741        1:? 2:atempora       0.997 
  8742        1:? 2:atempora       0.889 
  8743        1:? 2:atempora       0.995 
  8744        1:? 2:atempora       0.606 
  8745        1:? 2:atempora       0.883 
  8746        1:? 1:temporal       0.757 
  8747        1:? 2:atempora       1 
  8748        1:? 2:atempora       0.918 
  8749        1:? 2:atempora       0.984 
  8750        1:? 2:atempora       0.805 
  8751        1:? 2:atempora       0.816 
  8752        1:? 1:temporal       0.643 
  8753        1:? 2:atempora       0.812 
  8754        1:? 2:atempora       0.678 
  8755        1:? 2:atempora       0.517 
  8756        1:? 2:atempora       1 
  8757        1:? 2:atempora       1 
  8758        1:? 2:atempora       0.776 
  8759        1:? 2:atempora       0.992 
  8760        1:? 2:atempora       0.995 
  8761        1:? 2:atempora       1 
  8762        1:? 2:atempora       0.629 
  8763        1:? 2:atempora       0.759 
  8764        1:? 1:temporal       0.968 
  8765        1:? 1:temporal       0.63 
  8766        1:? 2:atempora       1 
  8767        1:? 2:atempora       0.989 
  8768        1:? 2:atempora       0.992 
  8769        1:? 1:temporal       0.63 
  8770        1:? 2:atempora       1 
  8771        1:? 2:atempora       0.997 
  8772        1:? 2:atempora       0.81 
  8773        1:? 2:atempora       0.792 
  8774        1:? 1:temporal       0.894 
  8775        1:? 2:atempora       0.994 
  8776        1:? 1:temporal       0.784 
  8777        1:? 1:temporal       0.743 
  8778        1:? 2:atempora       0.839 
  8779        1:? 2:atempora       1 
  8780        1:? 2:atempora       0.981 
  8781        1:? 2:atempora       0.993 
  8782        1:? 2:atempora       0.902 
  8783        1:? 2:atempora       0.999 
  8784        1:? 2:atempora       1 
  8785        1:? 1:temporal       0.616 
  8786        1:? 2:atempora       0.994 
  8787        1:? 2:atempora       1 
  8788        1:? 2:atempora       0.999 
  8789        1:? 2:atempora       1 
  8790        1:? 2:atempora       0.998 
  8791        1:? 1:temporal       0.784 
  8792        1:? 1:temporal       0.775 
  8793        1:? 1:temporal       0.84 
  8794        1:? 2:atempora       0.867 
  8795        1:? 2:atempora       0.994 
  8796        1:? 1:temporal       0.706 
  8797        1:? 1:temporal       0.96 
  8798        1:? 2:atempora       0.956 
  8799        1:? 2:atempora       0.997 
  8800        1:? 2:atempora       0.865 
  8801        1:? 2:atempora       0.678 
  8802        1:? 2:atempora       0.799 
  8803        1:? 2:atempora       0.94 
  8804        1:? 2:atempora       0.996 
  8805        1:? 2:atempora       0.998 
  8806        1:? 2:atempora       0.999 
  8807        1:? 2:atempora       0.999 
  8808        1:? 2:atempora       1 
  8809        1:? 1:temporal       0.758 
  8810        1:? 2:atempora       0.867 
  8811        1:? 2:atempora       0.663 
  8812        1:? 2:atempora       0.994 
  8813        1:? 2:atempora       0.985 
  8814        1:? 2:atempora       0.999 
  8815        1:? 1:temporal       1 
  8816        1:? 2:atempora       0.876 
  8817        1:? 2:atempora       0.994 
  8818        1:? 2:atempora       0.99 
  8819        1:? 2:atempora       1 
  8820        1:? 2:atempora       1 
  8821        1:? 2:atempora       0.678 
  8822        1:? 2:atempora       0.758 
  8823        1:? 2:atempora       0.814 
  8824        1:? 1:temporal       1 
  8825        1:? 1:temporal       0.902 
  8826        1:? 1:temporal       0.991 
  8827        1:? 1:temporal       0.504 
  8828        1:? 2:atempora       0.985 
  8829        1:? 2:atempora       0.867 
  8830        1:? 2:atempora       0.867 
  8831        1:? 2:atempora       1 
  8832        1:? 1:temporal       0.733 
  8833        1:? 2:atempora       0.954 
  8834        1:? 2:atempora       1 
  8835        1:? 2:atempora       1 
  8836        1:? 2:atempora       0.907 
  8837        1:? 2:atempora       0.825 
  8838        1:? 1:temporal       0.79 
  8839        1:? 1:temporal       0.557 
  8840        1:? 2:atempora       1 
  8841        1:? 2:atempora       1 
  8842        1:? 2:atempora       1 
  8843        1:? 2:atempora       0.989 
  8844        1:? 2:atempora       1 
  8845        1:? 2:atempora       1 
  8846        1:? 2:atempora       0.972 
  8847        1:? 2:atempora       1 
  8848        1:? 2:atempora       1 
  8849        1:? 2:atempora       0.628 
  8850        1:? 1:temporal       0.968 
  8851        1:? 2:atempora       0.945 
  8852        1:? 1:temporal       0.73 
  8853        1:? 2:atempora       1 
  8854        1:? 1:temporal       0.854 
  8855        1:? 2:atempora       0.758 
  8856        1:? 1:temporal       0.912 
  8857        1:? 2:atempora       0.991 
  8858        1:? 2:atempora       0.867 
  8859        1:? 2:atempora       0.858 
  8860        1:? 2:atempora       1 
  8861        1:? 2:atempora       0.867 
  8862        1:? 2:atempora       0.997 
  8863        1:? 2:atempora       1 
  8864        1:? 1:temporal       0.934 
  8865        1:? 1:temporal       0.898 
  8866        1:? 2:atempora       1 
  8867        1:? 2:atempora       0.998 
  8868        1:? 1:temporal       0.667 
  8869        1:? 2:atempora       0.968 
  8870        1:? 2:atempora       1 
  8871        1:? 2:atempora       0.846 
  8872        1:? 2:atempora       0.99 
  8873        1:? 2:atempora       0.972 
  8874        1:? 2:atempora       0.904 
  8875        1:? 1:temporal       0.954 
  8876        1:? 2:atempora       1 
  8877        1:? 1:temporal       0.644 
  8878        1:? 2:atempora       0.969 
  8879        1:? 2:atempora       0.996 
  8880        1:? 1:temporal       0.839 
  8881        1:? 2:atempora       0.995 
  8882        1:? 2:atempora       0.998 
  8883        1:? 2:atempora       0.551 
  8884        1:? 2:atempora       1 
  8885        1:? 2:atempora       0.992 
  8886        1:? 2:atempora       0.513 
  8887        1:? 1:temporal       0.704 
  8888        1:? 2:atempora       1 
  8889        1:? 2:atempora       1 
  8890        1:? 1:temporal       0.722 
  8891        1:? 1:temporal       0.7 
  8892        1:? 2:atempora       0.907 
  8893        1:? 1:temporal       0.743 
  8894        1:? 1:temporal       0.911 
  8895        1:? 2:atempora       0.968 
  8896        1:? 2:atempora       1 
  8897        1:? 2:atempora       1 
  8898        1:? 2:atempora       0.867 
  8899        1:? 2:atempora       1 
  8900        1:? 2:atempora       0.993 
  8901        1:? 2:atempora       0.678 
  8902        1:? 2:atempora       0.746 
  8903        1:? 2:atempora       1 
  8904        1:? 2:atempora       1 
  8905        1:? 2:atempora       0.978 
  8906        1:? 2:atempora       0.548 
  8907        1:? 2:atempora       0.678 
  8908        1:? 2:atempora       1 
  8909        1:? 2:atempora       0.517 
  8910        1:? 2:atempora       0.994 
  8911        1:? 1:temporal       0.535 
  8912        1:? 1:temporal       0.63 
  8913        1:? 1:temporal       0.989 
  8914        1:? 2:atempora       0.969 
  8915        1:? 2:atempora       0.979 
  8916        1:? 2:atempora       0.656 
  8917        1:? 2:atempora       0.996 
  8918        1:? 2:atempora       0.869 
  8919        1:? 2:atempora       1 
  8920        1:? 2:atempora       1 
  8921        1:? 2:atempora       0.522 
  8922        1:? 2:atempora       0.998 
  8923        1:? 2:atempora       0.999 
  8924        1:? 1:temporal       0.818 
  8925        1:? 1:temporal       0.664 
  8926        1:? 2:atempora       0.934 
  8927        1:? 2:atempora       0.791 
  8928        1:? 2:atempora       1 
  8929        1:? 2:atempora       0.678 
  8930        1:? 2:atempora       0.956 
  8931        1:? 2:atempora       0.972 
  8932        1:? 2:atempora       1 
  8933        1:? 1:temporal       0.723 
  8934        1:? 2:atempora       0.972 
  8935        1:? 2:atempora       1 
  8936        1:? 2:atempora       1 
  8937        1:? 2:atempora       0.678 
  8938        1:? 2:atempora       1 
  8939        1:? 2:atempora       0.969 
  8940        1:? 2:atempora       1 
  8941        1:? 1:temporal       0.532 
  8942        1:? 2:atempora       0.989 
  8943        1:? 2:atempora       0.989 
  8944        1:? 2:atempora       0.867 
  8945        1:? 2:atempora       0.982 
  8946        1:? 2:atempora       0.994 
  8947        1:? 1:temporal       0.84 
  8948        1:? 2:atempora       0.993 
  8949        1:? 2:atempora       0.696 
  8950        1:? 1:temporal       0.63 
  8951        1:? 1:temporal       0.712 
  8952        1:? 1:temporal       0.619 
  8953        1:? 2:atempora       1 
  8954        1:? 2:atempora       0.97 
  8955        1:? 2:atempora       0.997 
  8956        1:? 2:atempora       0.972 
  8957        1:? 1:temporal       0.7 
  8958        1:? 2:atempora       0.968 
  8959        1:? 2:atempora       0.635 
  8960        1:? 2:atempora       1 
  8961        1:? 2:atempora       1 
  8962        1:? 2:atempora       0.984 
  8963        1:? 1:temporal       0.897 
  8964        1:? 1:temporal       0.547 
  8965        1:? 1:temporal       0.743 
  8966        1:? 2:atempora       0.678 
  8967        1:? 1:temporal       0.897 
  8968        1:? 1:temporal       0.883 
  8969        1:? 2:atempora       1 
  8970        1:? 2:atempora       1 
  8971        1:? 2:atempora       1 
  8972        1:? 2:atempora       0.758 
  8973        1:? 1:temporal       1 
  8974        1:? 2:atempora       0.854 
  8975        1:? 2:atempora       0.796 
  8976        1:? 1:temporal       0.63 
  8977        1:? 1:temporal       0.501 
  8978        1:? 1:temporal       0.91 
  8979        1:? 2:atempora       0.951 
  8980        1:? 2:atempora       1 
  8981        1:? 2:atempora       1 
  8982        1:? 2:atempora       1 
  8983        1:? 2:atempora       0.874 
  8984        1:? 1:temporal       1 
  8985        1:? 2:atempora       0.651 
  8986        1:? 2:atempora       0.922 
  8987        1:? 2:atempora       1 
  8988        1:? 2:atempora       0.678 
  8989        1:? 1:temporal       0.63 
  8990        1:? 1:temporal       0.63 
  8991        1:? 1:temporal       0.683 
  8992        1:? 2:atempora       0.776 
  8993        1:? 2:atempora       1 
  8994        1:? 2:atempora       1 
  8995        1:? 2:atempora       0.889 
  8996        1:? 2:atempora       1 
  8997        1:? 2:atempora       0.936 
  8998        1:? 2:atempora       0.994 
  8999        1:? 2:atempora       0.872 
  9000        1:? 1:temporal       0.581 
  9001        1:? 2:atempora       1 
  9002        1:? 1:temporal       0.79 
  9003        1:? 2:atempora       0.869 
  9004        1:? 2:atempora       0.959 
  9005        1:? 2:atempora       0.923 
  9006        1:? 1:temporal       0.796 
  9007        1:? 1:temporal       0.63 
  9008        1:? 1:temporal       0.898 
  9009        1:? 2:atempora       0.999 
  9010        1:? 2:atempora       0.759 
  9011        1:? 2:atempora       1 
  9012        1:? 2:atempora       0.996 
  9013        1:? 1:temporal       0.942 
  9014        1:? 2:atempora       1 
  9015        1:? 2:atempora       0.889 
  9016        1:? 2:atempora       0.998 
  9017        1:? 2:atempora       0.889 
  9018        1:? 1:temporal       0.63 
  9019        1:? 2:atempora       1 
  9020        1:? 2:atempora       0.972 
  9021        1:? 2:atempora       0.972 
  9022        1:? 2:atempora       0.999 
  9023        1:? 2:atempora       1 
  9024        1:? 1:temporal       0.89 
  9025        1:? 2:atempora       1 
  9026        1:? 2:atempora       0.568 
  9027        1:? 2:atempora       0.997 
  9028        1:? 1:temporal       0.84 
  9029        1:? 1:temporal       0.851 
  9030        1:? 2:atempora       1 
  9031        1:? 2:atempora       0.997 
  9032        1:? 2:atempora       0.867 
  9033        1:? 2:atempora       1 
  9034        1:? 2:atempora       0.759 
  9035        1:? 2:atempora       0.97 
  9036        1:? 2:atempora       0.794 
  9037        1:? 1:temporal       0.805 
  9038        1:? 1:temporal       0.94 
  9039        1:? 2:atempora       0.998 
  9040        1:? 2:atempora       0.513 
  9041        1:? 1:temporal       0.866 
  9042        1:? 2:atempora       1 
  9043        1:? 2:atempora       0.759 
  9044        1:? 2:atempora       1 
  9045        1:? 2:atempora       0.995 
  9046        1:? 1:temporal       0.63 
  9047        1:? 2:atempora       0.945 
  9048        1:? 2:atempora       0.995 
  9049        1:? 2:atempora       0.892 
  9050        1:? 2:atempora       0.963 
  9051        1:? 1:temporal       0.55 
  9052        1:? 2:atempora       1 
  9053        1:? 1:temporal       0.92 
  9054        1:? 2:atempora       1 
  9055        1:? 2:atempora       0.858 
  9056        1:? 1:temporal       0.898 
  9057        1:? 2:atempora       0.865 
  9058        1:? 1:temporal       0.649 
  9059        1:? 2:atempora       0.999 
  9060        1:? 1:temporal       0.609 
  9061        1:? 1:temporal       0.643 
  9062        1:? 2:atempora       0.999 
  9063        1:? 2:atempora       0.96 
  9064        1:? 2:atempora       0.867 
  9065        1:? 2:atempora       0.981 
  9066        1:? 2:atempora       0.922 
  9067        1:? 2:atempora       0.984 
  9068        1:? 2:atempora       0.678 
  9069        1:? 2:atempora       0.98 
  9070        1:? 2:atempora       0.997 
  9071        1:? 1:temporal       0.999 
  9072        1:? 1:temporal       1 
  9073        1:? 2:atempora       1 
  9074        1:? 1:temporal       0.854 
  9075        1:? 2:atempora       0.999 
  9076        1:? 2:atempora       0.995 
  9077        1:? 1:temporal       0.897 
  9078        1:? 2:atempora       0.999 
  9079        1:? 2:atempora       0.867 
  9080        1:? 2:atempora       1 
  9081        1:? 2:atempora       0.983 
  9082        1:? 2:atempora       0.994 
  9083        1:? 2:atempora       0.952 
  9084        1:? 2:atempora       0.994 
  9085        1:? 1:temporal       0.722 
  9086        1:? 2:atempora       0.74 
  9087        1:? 2:atempora       0.971 
  9088        1:? 2:atempora       0.998 
  9089        1:? 1:temporal       0.737 
  9090        1:? 2:atempora       1 
  9091        1:? 1:temporal       0.857 
  9092        1:? 2:atempora       1 
  9093        1:? 1:temporal       0.808 
  9094        1:? 2:atempora       1 
  9095        1:? 2:atempora       1 
  9096        1:? 1:temporal       0.796 
  9097        1:? 1:temporal       1 
  9098        1:? 2:atempora       0.792 
  9099        1:? 2:atempora       0.989 
  9100        1:? 2:atempora       0.913 
  9101        1:? 2:atempora       0.997 
  9102        1:? 2:atempora       0.953 
  9103        1:? 2:atempora       0.972 
  9104        1:? 2:atempora       0.977 
  9105        1:? 2:atempora       0.999 
  9106        1:? 2:atempora       0.819 
  9107        1:? 2:atempora       1 
  9108        1:? 2:atempora       0.964 
  9109        1:? 2:atempora       0.992 
  9110        1:? 1:temporal       0.924 
  9111        1:? 2:atempora       0.907 
  9112        1:? 2:atempora       0.994 
  9113        1:? 2:atempora       0.993 
  9114        1:? 2:atempora       0.839 
  9115        1:? 2:atempora       0.932 
  9116        1:? 1:temporal       1 
  9117        1:? 2:atempora       0.999 
  9118        1:? 2:atempora       0.867 
  9119        1:? 2:atempora       0.972 
  9120        1:? 2:atempora       0.839 
  9121        1:? 2:atempora       0.983 
  9122        1:? 1:temporal       0.547 
  9123        1:? 1:temporal       0.898 
  9124        1:? 2:atempora       1 
  9125        1:? 2:atempora       1 
  9126        1:? 2:atempora       0.997 
  9127        1:? 2:atempora       0.969 
