INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
1180	0.812	neutral	5time4
867	0.958	neutral	5time4
1269	0.982	past	5time4
1660	0.949	past	5time4
662	0.839	neutral	5time4
1777	0.909	future	5time4
451	0.758	present	5time4
1823	0.979	neutral	5time4
1845	0.977	past	5time4
285	0.402	present	5time4
152	0.972	neutral	5time4
514	0.959	future	5time4
1945	0.816	neutral	5time4
1871	0.931	future	5time4
541	0.928	future	5time4
768	0.991	future	5time4
680	0.905	future	5time4
1872	0.956	future	5time4
183	0.956	neutral	5time4
1874	0.976	neutral	5time4
245	0.935	future	5time4
775	0.976	neutral	5time4
8	0.99	past	5time4
445	0.941	neutral	5time4
1316	0.559	neutral	5time4
1493	0.997	past	5time4
199	0.597	neutral	5time4
446	0.358	present	5time4
1608	0.957	neutral	5time4
147	0.936	neutral	5time4
946	0.903	future	5time4
1239	0.557	neutral	5time4
1567	0.984	neutral	5time4
1237	0.984	neutral	5time4
308	0.973	neutral	5time4
163	0.967	past	5time4
826	0.616	neutral	5time4
1482	0.976	future	5time4
1147	0.841	present	5time4
1490	0.992	future	5time4
1655	0.967	future	5time4
1292	0.999	past	5time4
1035	0.44	neutral	5time4
686	0.827	present	5time4
730	0.461	neutral	5time4
10	0.978	past	5time4
860	0.922	future	5time4
1971	0.85	neutral	5time4
1033	0.993	past	5time4
1767	0.986	past	5time4
791	0.945	neutral	5time4
437	0.949	future	5time4
852	0.65	neutral	5time4
61	0.478	neutral	5time4
381	0.851	neutral	5time4
135	0.763	neutral	5time4
505	0.855	neutral	5time4
348	0.905	future	5time4
1154	0.307	neutral	5time4
1861	0.958	neutral	5time4
1773	0.959	neutral	5time4
168	0.976	past	5time4
1188	0.99	past	5time4
224	0.719	neutral	5time4
159	0.977	future	5time4
1413	0.942	neutral	5time4
871	0.997	past	5time4
1939	0.984	past	5time4
507	0.986	neutral	5time4
48	0.975	future	5time4
323	0.979	future	5time4
261	0.993	neutral	5time4
1637	0.936	neutral	5time4
1450	0.934	neutral	5time4
197	0.964	past	5time4
1634	0.956	past	5time4
542	0.608	neutral	5time4
1679	0.934	future	5time4
1297	0.973	future	5time4
290	0.993	neutral	5time4
759	0.994	past	5time4
887	0.658	present	5time4
739	0.989	neutral	5time4
1376	0.531	neutral	5time4
125	0.997	past	5time4
911	0.955	past	5time4
1910	0.508	neutral	5time4
726	0.923	future	5time4
1215	0.91	future	5time4
1500	0.733	neutral	5time4
18	0.962	future	5time4
1377	0.708	neutral	5time4
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
1924	0.4	present	6time4
1185	0.694	neutral	6time4
438	0.92	past	6time4
898	0.989	past	6time4
273	0.827	neutral	6time4
284	0.993	neutral	6time4
1361	0.95	future	6time4
1991	0.588	present	6time4
320	0.948	past	6time4
160	0.98	future	6time4
1094	0.988	neutral	6time4
1275	0.761	neutral	6time4
614	0.823	future	6time4
1073	0.707	neutral	6time4
65	0.932	neutral	6time4
9	0.968	past	6time4
1878	0.986	neutral	6time4
1493	0.892	neutral	6time4
622	0.936	past	6time4
1768	0.886	future	6time4
1610	0.435	present	6time4
1685	0.992	neutral	6time4
1373	0.371	present	6time4
358	0.888	future	6time4
1018	0.867	future	6time4
1242	0.886	future	6time4
686	0.474	neutral	6time4
234	0.923	future	6time4
1841	0.946	future	6time4
1009	0.909	future	6time4
1329	0.651	neutral	6time4
1872	0.936	past	6time4
700	0.965	past	6time4
287	0.805	future	6time4
970	0.971	neutral	6time4
1071	0.976	neutral	6time4
27	0.988	past	6time4
1777	0.976	neutral	6time4
531	0.948	neutral	6time4
1994	0.976	neutral	6time4
150	0.992	future	6time4
1469	0.863	future	6time4
826	0.885	future	6time4
679	0.558	present	6time4
429	0.97	past	6time4
1368	0.946	past	6time4
114	0.973	future	6time4
1818	0.976	neutral	6time4
1892	0.935	future	6time4
721	0.962	neutral	6time4
1926	0.982	neutral	6time4
1760	0.892	future	6time4
268	0.915	past	6time4
1997	0.819	future	6time4
1428	0.989	neutral	6time4
1527	0.827	future	6time4
1035	0.959	past	6time4
1342	0.449	present	6time4
1579	0.989	neutral	6time4
1000	0.919	past	6time4
637	0.976	neutral	6time4
472	0.621	neutral	6time4
1231	0.521	neutral	6time4
916	0.913	future	6time4
1411	0.962	future	6time4
1472	0.904	neutral	6time4
1019	0.435	present	6time4
1862	0.502	neutral	6time4
1933	0.988	neutral	6time4
478	0.893	future	6time4
465	0.818	future	6time4
609	0.963	past	6time4
129	0.933	neutral	6time4
396	0.813	future	6time4
1971	0.893	neutral	6time4
1406	0.993	future	6time4
1973	0.933	neutral	6time4
267	0.946	past	6time4
1061	0.932	future	6time4
174	0.919	future	6time4
604	0.966	past	6time4
600	0.808	neutral	6time4
1121	0.916	past	6time4
417	0.438	present	6time4
762	0.998	past	6time4
564	0.971	neutral	6time4
1664	0.697	neutral	6time4
1424	0.862	neutral	6time4
39	0.553	neutral	6time4
1601	0.777	neutral	6time4
1460	0.965	neutral	6time4
1146	0.98	neutral	6time4
1987	0.987	neutral	6time4
339	0.983	future	6time4
1433	0.985	neutral	6time4
1235	0.501	present	6time4
421	0.742	present	6time4
1821	0.923	past	6time4
779	0.336	present	6time4
194	0.666	present	6time4
812	0.992	neutral	6time4
1713	0.992	past	6time4
47	0.407	present	6time4
618	0.972	neutral	6time4
1381	0.917	neutral	6time4
1258	0.825	future	6time4
998	0.959	neutral	6time4
574	0.935	past	6time4
1045	0.438	present	6time4
1042	0.992	neutral	6time4
64	0.991	neutral	6time4
1086	0.974	past	6time4
1894	0.861	future	6time4
1320	0.493	neutral	6time4
2	0.914	past	6time4
1655	0.453	neutral	6time4
905	0.89	future	6time4
1641	0.851	neutral	6time4
1017	0.435	present	6time4
1430	0.989	neutral	6time4
283	0.768	neutral	6time4
1362	0.967	future	6time4
539	0.608	neutral	6time4
88	0.889	neutral	6time4
1391	0.435	present	6time4
1088	0.937	past	6time4
578	0.969	future	6time4
1541	0.969	future	6time4
1119	0.864	future	6time4
663	0.919	past	6time4
1719	0.841	future	6time4
1663	0.816	future	6time4
1028	0.871	future	6time4
1870	0.989	neutral	6time4
1989	0.907	neutral	6time4
337	0.929	neutral	6time4
1644	0.84	future	6time4
830	0.811	neutral	6time4
153	0.882	future	6time4
623	0.639	present	6time4
1700	0.98	future	6time4
1807	0.872	future	6time4
352	0.982	future	6time4
344	0.915	future	6time4
1213	0.932	future	6time4
1788	0.897	future	6time4
1093	0.99	neutral	6time4
1626	0.488	neutral	6time4
61	0.957	past	6time4
415	0.872	future	6time4
766	0.982	past	6time4
873	0.977	neutral	6time4
266	0.781	present	6time4
125	0.408	neutral	6time4
381	0.466	neutral	6time4
1305	0.875	future	6time4
1421	0.996	neutral	6time4
1897	0.988	past	6time4
1966	0.893	neutral	6time4
961	0.95	past	6time4
1238	0.959	past	6time4
1302	0.959	future	6time4
1568	0.631	neutral	6time4
84	0.949	past	6time4
1877	0.377	neutral	6time4
1598	0.989	neutral	6time4
584	0.927	past	6time4
1478	0.996	past	6time4
1508	0.81	future	6time4
25	0.501	neutral	6time4
1390	0.872	future	6time4
891	0.919	past	6time4
1704	0.892	future	6time4
19	0.876	future	6time4
110	0.585	neutral	6time4
93	0.963	future	6time4
1697	0.988	neutral	6time4
1524	0.892	future	6time4
1194	0.755	present	6time4
1674	0.492	present	6time4
412	0.957	neutral	6time4
1648	0.648	neutral	6time4
839	0.979	neutral	6time4
1350	0.953	past	6time4
388	0.922	past	6time4
619	0.991	neutral	6time4
308	0.933	future	6time4
364	0.991	past	6time4
745	0.984	neutral	6time4
1976	0.997	past	6time4
1109	0.962	past	6time4
572	0.987	past	6time4
1968	0.969	future	6time4
137	0.414	neutral	6time4
867	0.96	past	6time4
1500	0.464	neutral	6time4
736	0.978	future	6time4
444	0.988	neutral	6time4
754	0.761	neutral	6time4
1117	0.781	neutral	6time4
56	0.958	future	6time4
634	0.975	neutral	6time4
1775	0.935	past	6time4
1488	0.956	future	6time4
918	0.866	future	6time4
1103	0.954	neutral	6time4
633	0.599	neutral	6time4
875	0.959	past	6time4
1758	0.873	future	6time4
740	0.824	future	6time4
1517	0.822	neutral	6time4
281	0.914	past	6time4
1321	0.819	future	6time4
514	0.591	neutral	6time4
1032	0.812	neutral	6time4
674	0.575	neutral	6time4
1972	0.984	neutral	6time4
1253	0.988	neutral	6time4
1129	0.923	past	6time4
1935	0.556	neutral	6time4
505	0.977	neutral	6time4
1360	0.888	present	6time4
632	0.981	neutral	6time4
640	0.916	past	6time4
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
1761	0.974	neutral	7time4
311	0.801	present	7time4
86	0.905	future	7time4
240	0.6	neutral	7time4
1734	0.775	neutral	7time4
1897	0.756	future	7time4
275	0.922	past	7time4
1967	0.927	past	7time4
1842	0.783	future	7time4
784	0.848	future	7time4
1714	0.486	neutral	7time4
1335	0.926	past	7time4
267	0.991	neutral	7time4
103	0.977	past	7time4
21	0.927	past	7time4
1014	0.544	neutral	7time4
580	0.896	past	7time4
1784	0.68	present	7time4
196	0.865	present	7time4
1636	0.515	present	7time4
788	0.972	past	7time4
1548	0.887	future	7time4
919	0.938	future	7time4
552	0.787	future	7time4
1250	0.961	neutral	7time4
993	0.966	neutral	7time4
873	0.954	neutral	7time4
1934	0.82	future	7time4
1936	0.766	future	7time4
1102	0.937	future	7time4
732	0.968	past	7time4
785	0.886	future	7time4
111	0.644	present	7time4
303	0.587	neutral	7time4
1309	0.941	future	7time4
1046	0.657	neutral	7time4
1916	0.699	neutral	7time4
194	0.776	future	7time4
232	0.773	future	7time4
192	0.969	future	7time4
1425	0.936	future	7time4
1066	0.973	neutral	7time4
1699	0.915	present	7time4
1097	0.885	future	7time4
528	0.963	past	7time4
741	0.988	neutral	7time4
659	0.964	past	7time4
513	0.9	future	7time4
730	0.946	neutral	7time4
1975	0.783	neutral	7time4
813	0.876	neutral	7time4
291	0.538	present	7time4
781	0.887	future	7time4
939	0.971	past	7time4
1571	0.904	future	7time4
982	0.978	future	7time4
1073	0.995	past	7time4
295	0.865	present	7time4
1287	0.833	past	7time4
1460	0.91	present	7time4
238	0.967	future	7time4
1039	0.756	future	7time4
1572	0.851	neutral	7time4
38	0.79	future	7time4
565	0.626	present	7time4
595	0.985	neutral	7time4
400	0.594	neutral	7time4
71	0.382	present	7time4
1179	0.872	future	7time4
403	0.757	neutral	7time4
396	0.934	neutral	7time4
1754	0.972	future	7time4
135	0.835	past	7time4
29	0.811	future	7time4
1217	0.807	neutral	7time4
1540	0.943	future	7time4
648	0.899	future	7time4
713	0.862	past	7time4
1532	0.952	neutral	7time4
869	0.99	neutral	7time4
1248	0.9	past	7time4
1152	0.893	future	7time4
18	0.955	future	7time4
855	0.986	neutral	7time4
79	0.986	neutral	7time4
1785	0.623	neutral	7time4
783	0.974	future	7time4
803	0.927	neutral	7time4
72	0.554	neutral	7time4
226	0.677	present	7time4
734	0.977	neutral	7time4
1729	0.956	past	7time4
1415	0.992	future	7time4
652	0.564	neutral	7time4
1241	0.55	present	7time4
1755	0.915	future	7time4
1373	0.975	neutral	7time4
717	0.829	future	7time4
1057	0.869	past	7time4
230	0.914	past	7time4
244	0.865	present	7time4
643	0.776	future	7time4
378	0.927	neutral	7time4
320	0.89	neutral	7time4
399	0.982	future	7time4
246	0.841	past	7time4
899	0.98	neutral	7time4
128	0.932	future	7time4
508	0.967	past	7time4
1539	0.988	past	7time4
485	0.967	future	7time4
1304	0.843	future	7time4
1672	0.567	present	7time4
13	0.888	neutral	7time4
885	0.846	past	7time4
1702	0.859	past	7time4
408	0.865	present	7time4
1748	0.974	past	7time4
535	0.989	past	7time4
860	0.579	present	7time4
796	0.964	neutral	7time4
1875	0.972	past	7time4
693	0.52	neutral	7time4
757	0.953	future	7time4
1740	0.678	neutral	7time4
1965	0.498	neutral	7time4
539	0.451	neutral	7time4
1269	0.964	neutral	7time4
1429	0.748	present	7time4
1424	0.974	past	7time4
1543	0.572	neutral	7time4
586	0.773	future	7time4
755	0.908	past	7time4
626	0.955	future	7time4
1212	0.982	past	7time4
1370	0.985	neutral	7time4
1538	0.844	future	7time4
849	0.457	neutral	7time4
316	0.963	future	7time4
1119	0.755	future	7time4
1454	0.884	past	7time4
673	0.94	past	7time4
694	0.994	past	7time4
1896	0.902	past	7time4
1762	0.97	neutral	7time4
867	0.581	neutral	7time4
1949	0.925	past	7time4
1681	0.999	past	7time4
28	0.358	present	7time4
17	0.592	neutral	7time4
1506	0.876	neutral	7time4
1477	0.604	neutral	7time4
1069	0.789	future	7time4
1658	0.758	future	7time4
1671	0.47	neutral	7time4
1709	0.876	future	7time4
1631	0.997	past	7time4
1751	0.926	past	7time4
1988	0.984	neutral	7time4
1199	0.508	present	7time4
1378	0.927	neutral	7time4
762	0.967	future	7time4
607	0.973	neutral	7time4
1441	0.797	future	7time4
1216	0.993	past	7time4
168	0.793	present	7time4
1093	0.862	future	7time4
326	0.968	neutral	7time4
1587	0.835	future	7time4
138	0.892	future	7time4
1642	0.865	present	7time4
991	0.96	neutral	7time4
1502	0.972	past	7time4
1163	0.838	future	7time4
1797	0.867	past	7time4
1623	0.97	past	7time4
257	0.962	future	7time4
272	0.79	present	7time4
940	0.955	neutral	7time4
532	0.948	past	7time4
1067	0.773	future	7time4
825	0.984	neutral	7time4
1213	0.972	future	7time4
658	0.955	future	7time4
684	0.836	past	7time4
1738	0.764	future	7time4
337	0.795	neutral	7time4
1080	0.865	present	7time4
242	0.907	future	7time4
92	0.989	past	7time4
934	0.896	neutral	7time4
937	0.981	neutral	7time4
808	0.552	present	7time4
1838	0.962	past	7time4
1420	0.842	future	7time4
606	0.982	past	7time4
1410	0.912	past	7time4
1669	0.622	neutral	7time4
1290	0.98	past	7time4
742	0.79	future	7time4
1655	0.865	present	7time4
1944	0.956	neutral	7time4
454	0.769	future	7time4
1206	0.867	future	7time4
1139	0.986	neutral	7time4
1	0.752	neutral	7time4
625	0.987	past	7time4
859	0.975	neutral	7time4
114	0.394	present	7time4
1466	0.733	future	7time4
613	0.827	future	7time4
436	0.907	future	7time4
1603	0.986	future	7time4
1937	0.877	past	7time4
1972	0.873	past	7time4
125	0.731	future	7time4
80	0.581	neutral	7time4
283	0.486	neutral	7time4
1330	0.631	neutral	7time4
1084	0.734	future	7time4
1808	0.739	future	7time4
1224	0.752	future	7time4
549	0.995	past	7time4
627	0.952	future	7time4
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
1655	0.954	present	8time4
1024	0.62	future	8time4
29	0.984	neutral	8time4
277	0.762	neutral	8time4
1057	0.805	past	8time4
1574	0.621	future	8time4
1791	0.538	neutral	8time4
621	0.849	past	8time4
1271	0.825	future	8time4
542	0.66	future	8time4
1356	0.865	future	8time4
1221	0.941	present	8time4
1596	0.812	present	8time4
403	0.795	future	8time4
1485	0.88	past	8time4
620	0.916	past	8time4
517	0.549	neutral	8time4
897	0.929	present	8time4
13	0.624	future	8time4
1820	0.938	future	8time4
705	0.714	future	8time4
1554	0.8	past	8time4
1559	0.741	future	8time4
1033	0.85	neutral	8time4
1219	0.958	present	8time4
1751	0.832	past	8time4
1673	0.764	future	8time4
1273	0.861	future	8time4
1694	0.634	future	8time4
174	0.898	future	8time4
1102	0.658	future	8time4
889	0.966	past	8time4
55	0.64	future	8time4
1604	0.864	past	8time4
262	0.897	past	8time4
1042	0.529	neutral	8time4
1280	0.957	future	8time4
958	0.912	past	8time4
990	0.703	future	8time4
209	0.967	past	8time4
1390	0.885	neutral	8time4
1542	0.921	future	8time4
1071	0.981	neutral	8time4
307	0.482	neutral	8time4
1487	0.438	present	8time4
689	0.736	past	8time4
853	0.975	future	8time4
1745	0.654	future	8time4
201	0.656	neutral	8time4
428	0.951	neutral	8time4
1425	0.746	past	8time4
1545	0.948	future	8time4
1377	0.803	past	8time4
1326	0.555	future	8time4
103	0.961	neutral	8time4
1236	0.89	past	8time4
1512	0.879	future	8time4
1455	0.806	future	8time4
1606	0.931	past	8time4
15	0.886	future	8time4
1686	0.611	future	8time4
1217	0.89	neutral	8time4
482	0.909	past	8time4
117	0.912	past	8time4
1349	0.612	future	8time4
1688	0.544	neutral	8time4
46	0.487	present	8time4
1699	0.634	future	8time4
1043	0.884	neutral	8time4
1743	0.807	past	8time4
134	0.958	neutral	8time4
1768	0.659	future	8time4
612	0.811	past	8time4
467	0.846	past	8time4
1754	0.891	past	8time4
442	0.696	future	8time4
1537	0.926	future	8time4
1640	0.85	future	8time4
1494	0.737	future	8time4
1674	0.878	future	8time4
544	0.62	future	8time4
1484	0.737	future	8time4
625	0.76	past	8time4
141	0.764	past	8time4
550	0.492	neutral	8time4
226	0.872	future	8time4
1584	0.523	neutral	8time4
1689	0.907	future	8time4
1224	0.73	future	8time4
1830	0.857	future	8time4
727	0.987	neutral	8time4
1037	0.612	future	8time4
1383	0.515	present	8time4
1949	0.957	future	8time4
867	0.847	neutral	8time4
1598	0.563	neutral	8time4
1759	0.831	past	8time4
770	0.902	future	8time4
242	0.977	neutral	8time4
1072	0.985	past	8time4
1725	0.792	past	8time4
1075	0.906	past	8time4
30	0.704	future	8time4
1270	0.777	past	8time4
4	0.568	future	8time4
1693	0.616	present	8time4
538	0.822	past	8time4
1630	0.787	future	8time4
1364	0.823	past	8time4
1738	0.99	past	8time4
204	0.629	future	8time4
427	0.991	future	8time4
1778	0.726	future	8time4
443	0.869	future	8time4
604	0.848	neutral	8time4
1182	0.836	future	8time4
723	0.892	past	8time4
537	0.979	neutral	8time4
165	0.923	present	8time4
832	0.947	neutral	8time4
1419	0.871	past	8time4
1101	0.977	past	8time4
407	0.741	neutral	8time4
1372	0.965	neutral	8time4
1173	0.822	present	8time4
524	0.916	future	8time4
1266	0.487	neutral	8time4
398	0.705	future	8time4
1013	0.927	past	8time4
1080	0.658	neutral	8time4
490	0.726	future	8time4
471	0.978	future	8time4
245	0.788	future	8time4
1387	0.915	present	8time4
1233	0.959	future	8time4
583	0.597	future	8time4
175	0.911	past	8time4
1190	0.934	future	8time4
1679	0.857	future	8time4
222	0.942	future	8time4
788	0.761	future	8time4
224	0.982	neutral	8time4
837	0.851	past	8time4
1362	0.819	past	8time4
282	0.828	past	8time4
1186	0.836	past	8time4
377	0.434	neutral	8time4
1228	0.904	neutral	8time4
1363	0.917	future	8time4
189	0.638	future	8time4
1031	0.747	future	8time4
416	0.632	future	8time4
157	0.6	future	8time4
1767	0.705	future	8time4
295	0.799	future	8time4
1021	0.923	future	8time4
469	0.947	future	8time4
1357	0.855	past	8time4
632	0.959	future	8time4
1848	0.829	past	8time4
424	0.68	present	8time4
1400	0.75	past	8time4
652	0.745	future	8time4
1742	0.967	past	8time4
177	0.931	past	8time4
1004	0.765	present	8time4
1492	0.833	future	8time4
80	0.868	past	8time4
654	0.723	future	8time4
945	0.989	future	8time4
1181	0.899	past	8time4
215	0.877	future	8time4
1001	0.747	past	8time4
1251	0.721	present	8time4
1528	0.817	neutral	8time4
1330	0.731	past	8time4
1125	0.694	present	8time4
240	0.79	past	8time4
180	0.77	future	8time4
1319	0.596	future	8time4
855	0.712	past	8time4
89	0.889	past	8time4
351	0.755	past	8time4
814	0.958	future	8time4
20	0.998	future	8time4
937	0.649	present	8time4
791	0.663	future	8time4
1386	0.391	neutral	8time4
1846	0.918	past	8time4
1167	0.807	past	8time4
1461	0.679	neutral	8time4
120	0.965	past	8time4
314	0.944	past	8time4
646	0.967	future	8time4
10	0.841	past	8time4
1735	0.94	past	8time4
267	0.798	future	8time4
217	0.973	neutral	8time4
1397	0.794	past	8time4
INSTANCE NO	PREDICTION VALUE	Tense	ITERATION NO
181	0.988	neutral	1time5
1254	0.978	neutral	1time5
571	0.987	future	1time5
429	0.998	present	1time5
216	0.998	present	1time5
1441	0.65	neutral	1time5
1999	0.993	present	1time5
1902	0.595	future	1time5
1652	0.998	present	1time5
204	0.974	neutral	1time5
610	0.908	future	1time5
326	0.983	neutral	1time5
943	0.679	neutral	1time5
805	0.948	neutral	1time5
772	0.652	neutral	1time5
1100	0.998	present	1time5
983	0.62	neutral	1time5
981	0.777	future	1time5
1928	0.892	neutral	1time5
1921	0.982	neutral	1time5
1186	0.71	neutral	1time5
1661	0.997	present	1time5
1139	0.99	neutral	1time5
1952	0.515	future	1time5
1859	0.973	future	1time5
1657	0.998	present	1time5
713	0.974	neutral	1time5
352	0.987	neutral	1time5
698	0.633	neutral	1time5
1047	0.743	future	1time5
448	0.641	future	1time5
1824	0.622	neutral	1time5
1014	0.998	present	1time5
1873	0.999	present	1time5
1128	0.624	neutral	1time5
1481	0.998	present	1time5
871	0.958	neutral	1time5
1664	0.992	neutral	1time5
235	0.934	neutral	1time5
1288	0.991	present	1time5
810	0.977	neutral	1time5
1592	0.963	neutral	1time5
1361	0.993	present	1time5
786	0.996	present	1time5
542	0.983	neutral	1time5
488	0.984	neutral	1time5
1736	0.826	future	1time5
1055	0.971	neutral	1time5
545	0.991	neutral	1time5
470	0.99	neutral	1time5
575	0.993	neutral	1time5
1448	0.991	present	1time5
358	0.624	neutral	1time5
700	0.981	neutral	1time5
1958	0.877	neutral	1time5
826	0.99	neutral	1time5
1758	0.994	present	1time5
1230	0.998	present	1time5
1301	0.918	neutral	1time5
1158	0.98	neutral	1time5
825	0.982	neutral	1time5
85	0.985	neutral	1time5
528	0.985	neutral	1time5
932	0.982	future	1time5
1716	0.977	neutral	1time5
718	0.719	future	1time5
94	0.977	neutral	1time5
887	0.73	neutral	1time5
279	0.974	neutral	1time5
900	0.983	neutral	1time5
1566	0.994	present	1time5
1028	0.997	present	1time5
1910	0.947	future	1time5
126	0.998	present	1time5
696	0.936	future	1time5
118	0.994	present	1time5
532	0.654	future	1time5
305	0.984	neutral	1time5
1841	0.977	neutral	1time5
347	0.787	future	1time5
1213	0.639	neutral	1time5
1546	0.976	neutral	1time5
693	0.994	present	1time5
1549	0.939	neutral	1time5
1208	0.979	neutral	1time5
1214	0.984	neutral	1time5
1052	0.971	neutral	1time5
313	0.981	neutral	1time5
1240	0.999	present	1time5
889	0.999	present	1time5
1049	0.963	neutral	1time5
1658	0.855	future	1time5
925	0.998	present	1time5
1297	0.971	neutral	1time5
1226	0.977	neutral	1time5
1697	0.971	neutral	1time5
1856	0.992	present	1time5
1070	0.962	neutral	1time5
1034	0.743	neutral	1time5
1966	0.971	neutral	1time5
1362	0.997	present	1time5
1307	0.614	neutral	1time5
720	0.978	neutral	1time5
1574	0.667	future	1time5
1299	0.983	neutral	1time5
518	0.733	neutral	1time5
281	0.999	present	1time5
1605	0.97	neutral	1time5
527	0.999	present	1time5
1564	0.992	present	1time5
1920	0.983	neutral	1time5
1356	0.97	neutral	1time5
444	0.889	future	1time5
655	0.975	neutral	1time5
1812	0.931	neutral	1time5
365	0.999	present	1time5
1866	0.985	neutral	1time5
1743	0.867	neutral	1time5
894	0.983	neutral	1time5
1284	0.998	present	1time5
480	0.998	present	1time5
293	0.998	present	1time5
543	0.834	future	1time5
73	0.889	future	1time5
1222	0.982	neutral	1time5
1927	0.963	neutral	1time5
869	0.735	neutral	1time5
315	0.963	neutral	1time5
866	0.999	present	1time5
801	0.967	neutral	1time5
1220	0.999	present	1time5
1215	0.556	future	1time5
1724	0.975	neutral	1time5
51	0.992	present	1time5
1068	0.889	future	1time5
880	0.697	neutral	1time5
1373	0.721	neutral	1time5
1905	0.944	neutral	1time5
1315	0.99	neutral	1time5
988	0.994	neutral	1time5
1579	0.996	present	1time5
1032	1.0	present	1time5
596	0.987	neutral	1time5
756	0.99	neutral	1time5
133	0.754	neutral	1time5
1478	0.991	neutral	1time5
1464	0.831	neutral	1time5
1667	0.992	present	1time5
93	0.758	future	1time5
257	0.974	future	1time5
1788	0.976	neutral	1time5
648	0.977	neutral	1time5
611	0.941	neutral	1time5
54	0.715	neutral	1time5
835	0.976	neutral	1time5
2001	0.971	neutral	1time5
522	0.987	neutral	1time5
266	0.99	neutral	1time5
1845	0.963	future	1time5
1895	0.984	neutral	1time5
1165	0.763	neutral	1time5
683	0.744	future	1time5
1015	0.931	neutral	1time5
1894	0.729	neutral	1time5
285	0.998	present	1time5
173	0.995	present	1time5
349	0.897	future	1time5
500	0.915	neutral	1time5
203	0.998	present	1time5
558	0.997	present	1time5
1045	0.964	future	1time5
1589	0.592	future	1time5
991	0.605	neutral	1time5
407	0.681	neutral	1time5
503	0.493	future	1time5
1470	0.823	neutral	1time5
868	0.713	neutral	1time5
1740	0.962	future	1time5
1668	0.667	future	1time5
1040	0.688	neutral	1time5
1772	0.951	neutral	1time5
1536	0.995	present	1time5
1330	0.982	neutral	1time5
1371	0.754	neutral	1time5
469	0.677	neutral	1time5
1482	0.998	present	1time5
1735	0.988	neutral	1time5
808	0.862	future	1time5
1319	0.982	neutral	1time5
1210	0.629	neutral	1time5
47	0.687	future	1time5
375	0.98	neutral	1time5
1552	0.929	neutral	1time5
1268	0.994	present	1time5
268	0.987	neutral	1time5
888	0.444	future	1time5
1217	0.734	neutral	1time5
556	0.782	future	1time5
1713	0.475	future	1time5
703	0.994	present	1time5
940	0.944	neutral	1time5
265	0.724	neutral	1time5
1051	0.61	neutral	1time5
1863	0.977	neutral	1time5
716	0.976	neutral	1time5
539	0.983	neutral	1time5
829	0.989	neutral	1time5
1384	0.998	present	1time5
1322	0.994	present	1time5
180	0.925	future	1time5
1679	0.993	neutral	1time5
459	0.996	present	1time5
935	0.994	neutral	1time5
836	0.998	present	1time5
1142	0.995	neutral	1time5
1382	0.998	present	1time5
907	0.522	future	1time5
798	0.935	neutral	1time5
121	0.999	present	1time5
165	0.911	future	1time5
1687	0.973	neutral	1time5
1562	0.996	present	1time5
1611	0.593	future	1time5
1090	0.992	present	1time5
288	0.997	present	1time5
1526	0.998	present	1time5
942	0.954	neutral	1time5
170	0.984	neutral	1time5
1719	0.992	present	1time5
523	0.651	neutral	1time5
860	0.976	neutral	1time5
791	0.999	present	1time5
651	0.605	neutral	1time5
159	0.999	present	1time5
465	0.991	neutral	1time5
1666	0.992	present	1time5
1059	0.737	future	1time5
351	0.977	neutral	1time5
849	0.736	neutral	1time5
55	0.951	neutral	1time5
353	0.686	future	1time5
915	0.999	present	1time5
1596	0.666	future	1time5
1340	0.977	neutral	1time5
1445	0.996	present	1time5
1393	0.8	neutral	1time5
1809	0.981	neutral	1time5
1005	0.995	neutral	1time5
1250	0.998	present	1time5
1753	0.773	future	1time5
576	0.97	neutral	1time5
962	0.806	future	1time5
64	0.945	neutral	1time5
331	0.972	neutral	1time5
183	0.992	neutral	1time5
403	0.985	neutral	1time5
323	0.981	neutral	1time5
338	0.985	neutral	1time5
613	0.631	neutral	1time5
1341	0.7	neutral	1time5
1426	0.976	neutral	1time5
676	0.978	neutral	1time5
1094	0.988	neutral	1time5
489	0.732	neutral	1time5
1143	0.975	neutral	1time5
956	0.996	present	1time5
1348	0.946	neutral	1time5
512	0.766	neutral	1time5
1784	0.993	neutral	1time5
1087	0.613	neutral	1time5
905	0.946	neutral	1time5
206	0.997	present	1time5
329	0.855	future	1time5
1938	0.962	neutral	1time5
974	0.993	neutral	1time5
677	0.982	neutral	1time5
1734	0.93	future	1time5
1638	0.971	neutral	1time5
1435	0.997	present	1time5
1267	0.971	neutral	1time5
217	0.998	present	1time5
672	0.97	neutral	1time5
567	0.728	neutral	1time5
1236	0.994	present	1time5
298	0.998	present	1time5
1043	0.922	neutral	1time5
751	0.976	neutral	1time5
960	0.622	neutral	1time5
478	0.992	present	1time5
1819	0.971	neutral	1time5
537	0.893	future	1time5
1623	0.992	present	1time5
1179	0.979	neutral	1time5
466	0.967	neutral	1time5
745	0.983	neutral	1time5
953	0.933	neutral	1time5
1320	0.964	neutral	1time5
1244	0.643	neutral	1time5
898	0.999	present	1time5
1837	0.956	neutral	1time5
