

=== Predictions on test data ===

 inst#     actual  predicted error prediction
  5745        1:? 1:temporal       0.58 
  5746        1:? 1:temporal       0.631 
  5747        1:? 2:atempora       0.519 
  5748        1:? 2:atempora       0.764 
  5749        1:? 2:atempora       0.538 
  5750        1:? 1:temporal       0.543 
  5751        1:? 1:temporal       0.632 
  5752        1:? 2:atempora       0.563 
  5753        1:? 2:atempora       0.515 
  5754        1:? 1:temporal       0.606 
  5755        1:? 2:atempora       0.538 
  5756        1:? 2:atempora       0.58 
  5757        1:? 2:atempora       0.656 
  5758        1:? 2:atempora       0.69 
  5759        1:? 2:atempora       0.566 
  5760        1:? 1:temporal       0.507 
  5761        1:? 1:temporal       0.583 
  5762        1:? 1:temporal       0.583 
  5763        1:? 2:atempora       0.65 
  5764        1:? 1:temporal       0.61 
  5765        1:? 2:atempora       0.655 
  5766        1:? 1:temporal       0.521 
  5767        1:? 1:temporal       0.742 
  5768        1:? 2:atempora       0.536 
  5769        1:? 1:temporal       0.566 
  5770        1:? 1:temporal       0.567 
  5771        1:? 2:atempora       0.542 
  5772        1:? 2:atempora       0.52 
  5773        1:? 1:temporal       0.518 
  5774        1:? 2:atempora       0.833 
  5775        1:? 1:temporal       0.658 
  5776        1:? 1:temporal       0.802 
  5777        1:? 2:atempora       0.547 
  5778        1:? 1:temporal       0.65 
  5779        1:? 1:temporal       0.583 
  5780        1:? 2:atempora       0.58 
  5781        1:? 1:temporal       0.627 
  5782        1:? 1:temporal       0.804 
  5783        1:? 2:atempora       0.629 
  5784        1:? 1:temporal       0.547 
  5785        1:? 2:atempora       0.582 
  5786        1:? 2:atempora       0.538 
  5787        1:? 2:atempora       0.555 
  5788        1:? 1:temporal       0.672 
  5789        1:? 1:temporal       0.638 
  5790        1:? 1:temporal       0.5 
  5791        1:? 1:temporal       0.5 
  5792        1:? 2:atempora       0.515 
  5793        1:? 1:temporal       0.723 
  5794        1:? 1:temporal       0.656 
  5795        1:? 1:temporal       0.58 
  5796        1:? 1:temporal       0.669 
  5797        1:? 2:atempora       0.559 
  5798        1:? 1:temporal       0.751 
  5799        1:? 1:temporal       0.663 
  5800        1:? 1:temporal       0.5 
  5801        1:? 1:temporal       0.523 
  5802        1:? 2:atempora       0.55 
  5803        1:? 2:atempora       0.551 
  5804        1:? 2:atempora       0.605 
  5805        1:? 1:temporal       0.761 
  5806        1:? 1:temporal       0.638 
  5807        1:? 2:atempora       0.558 
  5808        1:? 2:atempora       0.623 
  5809        1:? 1:temporal       0.692 
  5810        1:? 2:atempora       0.819 
  5811        1:? 2:atempora       0.528 
  5812        1:? 1:temporal       0.592 
  5813        1:? 1:temporal       0.601 
  5814        1:? 1:temporal       0.563 
  5815        1:? 1:temporal       0.566 
  5816        1:? 1:temporal       0.572 
  5817        1:? 1:temporal       0.543 
  5818        1:? 1:temporal       0.619 
  5819        1:? 1:temporal       0.767 
  5820        1:? 1:temporal       0.625 
  5821        1:? 1:temporal       0.536 
  5822        1:? 1:temporal       0.542 
  5823        1:? 2:atempora       0.697 
  5824        1:? 2:atempora       0.641 
  5825        1:? 1:temporal       0.814 
  5826        1:? 2:atempora       0.589 
  5827        1:? 1:temporal       0.603 
  5828        1:? 2:atempora       0.528 
  5829        1:? 2:atempora       0.542 
  5830        1:? 2:atempora       0.522 
  5831        1:? 1:temporal       0.644 
  5832        1:? 1:temporal       0.53 
  5833        1:? 2:atempora       0.606 
  5834        1:? 1:temporal       0.673 
  5835        1:? 2:atempora       0.61 
  5836        1:? 2:atempora       0.538 
  5837        1:? 2:atempora       0.555 
  5838        1:? 2:atempora       0.624 
  5839        1:? 1:temporal       0.583 
  5840        1:? 1:temporal       0.583 
  5841        1:? 1:temporal       0.516 
  5842        1:? 2:atempora       0.528 
  5843        1:? 2:atempora       0.558 
  5844        1:? 1:temporal       0.522 
  5845        1:? 2:atempora       0.651 
  5846        1:? 2:atempora       0.82 
  5847        1:? 1:temporal       0.72 
  5848        1:? 1:temporal       0.762 
  5849        1:? 2:atempora       0.509 
  5850        1:? 2:atempora       0.794 
  5851        1:? 1:temporal       0.705 
  5852        1:? 1:temporal       0.661 
  5853        1:? 1:temporal       0.679 
  5854        1:? 1:temporal       0.629 
  5855        1:? 2:atempora       0.526 
  5856        1:? 2:atempora       0.651 
  5857        1:? 1:temporal       0.725 
  5858        1:? 1:temporal       0.68 
  5859        1:? 1:temporal       0.71 
  5860        1:? 2:atempora       0.619 
  5861        1:? 1:temporal       0.5 
  5862        1:? 1:temporal       0.5 
  5863        1:? 2:atempora       0.871 
  5864        1:? 1:temporal       0.573 
  5865        1:? 2:atempora       0.553 
  5866        1:? 2:atempora       0.542 
  5867        1:? 1:temporal       0.612 
  5868        1:? 1:temporal       0.543 
  5869        1:? 2:atempora       0.526 
  5870        1:? 2:atempora       0.699 
  5871        1:? 2:atempora       0.558 
  5872        1:? 1:temporal       0.591 
  5873        1:? 1:temporal       0.61 
  5874        1:? 2:atempora       0.691 
  5875        1:? 1:temporal       0.744 
  5876        1:? 1:temporal       0.677 
  5877        1:? 2:atempora       0.61 
  5878        1:? 1:temporal       0.749 
  5879        1:? 1:temporal       0.597 
  5880        1:? 1:temporal       0.555 
  5881        1:? 2:atempora       0.726 
  5882        1:? 1:temporal       0.582 
  5883        1:? 2:atempora       0.747 
  5884        1:? 1:temporal       0.529 
  5885        1:? 1:temporal       0.672 
  5886        1:? 1:temporal       0.572 
  5887        1:? 1:temporal       0.646 
  5888        1:? 1:temporal       0.751 
  5889        1:? 2:atempora       0.694 
  5890        1:? 1:temporal       0.567 
  5891        1:? 1:temporal       0.749 
  5892        1:? 1:temporal       0.583 
  5893        1:? 1:temporal       0.572 
  5894        1:? 2:atempora       0.729 
  5895        1:? 1:temporal       0.601 
  5896        1:? 2:atempora       0.834 
  5897        1:? 1:temporal       0.794 
  5898        1:? 1:temporal       0.547 
  5899        1:? 1:temporal       0.699 
  5900        1:? 2:atempora       0.732 
  5901        1:? 2:atempora       0.714 
  5902        1:? 1:temporal       0.585 
  5903        1:? 1:temporal       0.695 
  5904        1:? 1:temporal       0.565 
  5905        1:? 2:atempora       0.569 
  5906        1:? 2:atempora       0.528 
  5907        1:? 1:temporal       0.589 
  5908        1:? 1:temporal       0.672 
  5909        1:? 1:temporal       0.643 
  5910        1:? 2:atempora       0.594 
  5911        1:? 1:temporal       0.672 
  5912        1:? 2:atempora       0.648 
  5913        1:? 1:temporal       0.512 
  5914        1:? 1:temporal       0.58 
  5915        1:? 1:temporal       0.525 
  5916        1:? 2:atempora       0.511 
  5917        1:? 1:temporal       0.675 
  5918        1:? 2:atempora       0.951 
  5919        1:? 2:atempora       0.622 
  5920        1:? 1:temporal       0.526 
  5921        1:? 1:temporal       0.57 
  5922        1:? 2:atempora       0.544 
  5923        1:? 2:atempora       0.911 
  5924        1:? 2:atempora       0.562 
  5925        1:? 1:temporal       0.529 
  5926        1:? 2:atempora       0.619 
  5927        1:? 2:atempora       0.839 
  5928        1:? 1:temporal       0.632 
  5929        1:? 1:temporal       0.615 
  5930        1:? 1:temporal       0.606 
  5931        1:? 2:atempora       0.538 
  5932        1:? 2:atempora       0.708 
  5933        1:? 1:temporal       0.677 
  5934        1:? 2:atempora       0.698 
  5935        1:? 1:temporal       0.703 
  5936        1:? 2:atempora       0.593 
  5937        1:? 1:temporal       0.638 
  5938        1:? 1:temporal       0.571 
  5939        1:? 2:atempora       0.883 
  5940        1:? 1:temporal       0.5 
  5941        1:? 1:temporal       0.657 
  5942        1:? 2:atempora       0.738 
  5943        1:? 1:temporal       0.547 
  5944        1:? 2:atempora       0.886 
  5945        1:? 1:temporal       0.522 
  5946        1:? 1:temporal       0.583 
  5947        1:? 1:temporal       0.609 
  5948        1:? 2:atempora       0.834 
  5949        1:? 2:atempora       0.556 
  5950        1:? 2:atempora       0.552 
  5951        1:? 2:atempora       0.65 
  5952        1:? 2:atempora       0.758 
  5953        1:? 2:atempora       0.521 
  5954        1:? 2:atempora       0.578 
  5955        1:? 1:temporal       0.583 
  5956        1:? 1:temporal       0.547 
  5957        1:? 1:temporal       0.556 
  5958        1:? 2:atempora       0.621 
  5959        1:? 1:temporal       0.603 
  5960        1:? 2:atempora       0.517 
  5961        1:? 2:atempora       0.655 
  5962        1:? 1:temporal       0.544 
  5963        1:? 1:temporal       0.674 
  5964        1:? 2:atempora       0.558 
  5965        1:? 2:atempora       0.539 
  5966        1:? 1:temporal       0.507 
  5967        1:? 1:temporal       0.661 
  5968        1:? 2:atempora       0.576 
  5969        1:? 1:temporal       0.644 
  5970        1:? 2:atempora       0.538 
  5971        1:? 1:temporal       0.583 
  5972        1:? 1:temporal       0.547 
  5973        1:? 1:temporal       0.61 
  5974        1:? 2:atempora       0.727 
  5975        1:? 2:atempora       0.625 
  5976        1:? 1:temporal       0.527 
  5977        1:? 1:temporal       0.761 
  5978        1:? 2:atempora       0.508 
  5979        1:? 2:atempora       0.574 
  5980        1:? 2:atempora       0.793 
  5981        1:? 2:atempora       0.951 
  5982        1:? 1:temporal       0.608 
  5983        1:? 2:atempora       0.629 
  5984        1:? 1:temporal       0.874 
  5985        1:? 2:atempora       0.707 
  5986        1:? 2:atempora       0.525 
  5987        1:? 2:atempora       0.812 
  5988        1:? 1:temporal       0.547 
  5989        1:? 2:atempora       0.523 
  5990        1:? 2:atempora       0.557 
  5991        1:? 2:atempora       0.704 
  5992        1:? 1:temporal       0.637 
  5993        1:? 1:temporal       0.583 
  5994        1:? 1:temporal       0.547 
  5995        1:? 1:temporal       0.741 
  5996        1:? 2:atempora       0.583 
  5997        1:? 1:temporal       0.643 
  5998        1:? 2:atempora       0.535 
  5999        1:? 1:temporal       0.556 
  6000        1:? 1:temporal       0.547 
  6001        1:? 2:atempora       0.924 
  6002        1:? 1:temporal       0.655 
  6003        1:? 1:temporal       0.598 
  6004        1:? 1:temporal       0.511 
  6005        1:? 1:temporal       0.638 
  6006        1:? 1:temporal       0.583 
  6007        1:? 1:temporal       0.704 
  6008        1:? 1:temporal       0.643 
  6009        1:? 1:temporal       0.708 
  6010        1:? 1:temporal       0.678 
  6011        1:? 1:temporal       0.759 
  6012        1:? 1:temporal       0.673 
  6013        1:? 1:temporal       0.643 
  6014        1:? 2:atempora       0.558 
  6015        1:? 1:temporal       0.543 
  6016        1:? 1:temporal       0.711 
  6017        1:? 1:temporal       0.508 
  6018        1:? 2:atempora       0.786 
  6019        1:? 1:temporal       0.521 
  6020        1:? 1:temporal       0.5 
  6021        1:? 1:temporal       0.643 
  6022        1:? 2:atempora       0.541 
  6023        1:? 2:atempora       0.579 
  6024        1:? 1:temporal       0.528 
  6025        1:? 1:temporal       0.669 
  6026        1:? 2:atempora       0.888 
  6027        1:? 1:temporal       0.716 
  6028        1:? 2:atempora       0.538 
  6029        1:? 2:atempora       0.935 
  6030        1:? 1:temporal       0.521 
  6031        1:? 2:atempora       0.79 
  6032        1:? 2:atempora       0.528 
  6033        1:? 2:atempora       0.719 
  6034        1:? 2:atempora       0.586 
  6035        1:? 2:atempora       0.663 
  6036        1:? 2:atempora       0.605 
  6037        1:? 1:temporal       0.637 
  6038        1:? 1:temporal       0.643 
  6039        1:? 1:temporal       0.643 
  6040        1:? 1:temporal       0.836 
  6041        1:? 2:atempora       0.623 
  6042        1:? 2:atempora       0.583 
  6043        1:? 1:temporal       0.593 
  6044        1:? 2:atempora       0.542 
  6045        1:? 1:temporal       0.647 
  6046        1:? 1:temporal       0.639 
  6047        1:? 2:atempora       0.783 
  6048        1:? 2:atempora       0.862 
  6049        1:? 1:temporal       0.506 
  6050        1:? 2:atempora       0.661 
  6051        1:? 2:atempora       0.601 
  6052        1:? 2:atempora       0.605 
  6053        1:? 1:temporal       0.72 
  6054        1:? 1:temporal       0.717 
  6055        1:? 2:atempora       0.571 
  6056        1:? 1:temporal       0.663 
  6057        1:? 2:atempora       0.57 
  6058        1:? 2:atempora       0.7 
  6059        1:? 2:atempora       0.65 
  6060        1:? 2:atempora       0.713 
  6061        1:? 2:atempora       0.556 
  6062        1:? 2:atempora       0.844 
  6063        1:? 1:temporal       0.55 
  6064        1:? 2:atempora       0.626 
  6065        1:? 1:temporal       0.53 
  6066        1:? 1:temporal       0.646 
  6067        1:? 2:atempora       0.829 
  6068        1:? 1:temporal       0.529 
  6069        1:? 2:atempora       0.7 
  6070        1:? 2:atempora       0.558 
  6071        1:? 2:atempora       0.649 
  6072        1:? 1:temporal       0.5 
  6073        1:? 2:atempora       0.7 
  6074        1:? 1:temporal       0.643 
  6075        1:? 1:temporal       0.634 
  6076        1:? 2:atempora       0.636 
  6077        1:? 1:temporal       0.583 
  6078        1:? 1:temporal       0.662 
  6079        1:? 2:atempora       0.619 
  6080        1:? 2:atempora       0.541 
  6081        1:? 1:temporal       0.536 
  6082        1:? 1:temporal       0.543 
  6083        1:? 1:temporal       0.583 
  6084        1:? 1:temporal       0.718 
  6085        1:? 2:atempora       0.528 
  6086        1:? 2:atempora       0.782 
  6087        1:? 2:atempora       0.65 
  6088        1:? 2:atempora       0.777 
  6089        1:? 2:atempora       0.614 
  6090        1:? 2:atempora       0.747 
  6091        1:? 2:atempora       0.584 
  6092        1:? 1:temporal       0.672 
  6093        1:? 1:temporal       0.511 
  6094        1:? 1:temporal       0.694 
  6095        1:? 1:temporal       0.583 
  6096        1:? 1:temporal       0.641 
  6097        1:? 2:atempora       0.721 
  6098        1:? 2:atempora       0.542 
  6099        1:? 1:temporal       0.571 
  6100        1:? 1:temporal       0.616 
  6101        1:? 2:atempora       0.556 
  6102        1:? 1:temporal       0.518 
  6103        1:? 2:atempora       0.63 
  6104        1:? 1:temporal       0.617 
  6105        1:? 1:temporal       0.58 
  6106        1:? 1:temporal       0.583 
  6107        1:? 1:temporal       0.804 
  6108        1:? 1:temporal       0.667 
  6109        1:? 2:atempora       0.712 
  6110        1:? 1:temporal       0.818 
  6111        1:? 1:temporal       0.809 
  6112        1:? 1:temporal       0.642 
  6113        1:? 2:atempora       0.621 
  6114        1:? 1:temporal       0.853 
  6115        1:? 2:atempora       0.741 
  6116        1:? 1:temporal       0.702 
  6117        1:? 2:atempora       0.727 
  6118        1:? 1:temporal       0.527 
  6119        1:? 1:temporal       0.5 
  6120        1:? 2:atempora       0.538 
  6121        1:? 2:atempora       0.731 
  6122        1:? 1:temporal       0.5 
  6123        1:? 1:temporal       0.547 
  6124        1:? 2:atempora       0.79 
  6125        1:? 1:temporal       0.56 
  6126        1:? 1:temporal       0.638 
  6127        1:? 1:temporal       0.59 
  6128        1:? 2:atempora       0.637 
  6129        1:? 2:atempora       0.554 
  6130        1:? 2:atempora       0.711 
  6131        1:? 1:temporal       0.693 
  6132        1:? 2:atempora       0.877 
  6133        1:? 2:atempora       0.788 
  6134        1:? 1:temporal       0.575 
  6135        1:? 2:atempora       0.691 
  6136        1:? 1:temporal       0.547 
  6137        1:? 1:temporal       0.617 
  6138        1:? 2:atempora       0.584 
  6139        1:? 2:atempora       0.64 
  6140        1:? 2:atempora       0.558 
  6141        1:? 2:atempora       0.521 
  6142        1:? 1:temporal       0.547 
  6143        1:? 1:temporal       0.732 
  6144        1:? 2:atempora       0.611 
  6145        1:? 1:temporal       0.5 
  6146        1:? 2:atempora       0.764 
  6147        1:? 2:atempora       0.519 
  6148        1:? 2:atempora       0.725 
  6149        1:? 2:atempora       0.758 
  6150        1:? 2:atempora       0.632 
  6151        1:? 1:temporal       0.542 
  6152        1:? 1:temporal       0.566 
  6153        1:? 2:atempora       0.709 
  6154        1:? 1:temporal       0.643 
  6155        1:? 2:atempora       0.587 
  6156        1:? 2:atempora       0.689 
  6157        1:? 2:atempora       0.541 
  6158        1:? 2:atempora       0.851 
  6159        1:? 2:atempora       0.717 
  6160        1:? 1:temporal       0.573 
  6161        1:? 1:temporal       0.761 
  6162        1:? 2:atempora       0.829 
  6163        1:? 1:temporal       0.555 
  6164        1:? 1:temporal       0.583 
  6165        1:? 1:temporal       0.526 
  6166        1:? 1:temporal       0.562 
  6167        1:? 1:temporal       0.517 
  6168        1:? 2:atempora       0.706 
  6169        1:? 2:atempora       0.546 
  6170        1:? 1:temporal       0.632 
  6171        1:? 1:temporal       0.544 
  6172        1:? 2:atempora       0.516 
  6173        1:? 1:temporal       0.643 
  6174        1:? 2:atempora       0.538 
  6175        1:? 1:temporal       0.583 
  6176        1:? 1:temporal       0.538 
  6177        1:? 2:atempora       0.57 
  6178        1:? 1:temporal       0.5 
  6179        1:? 2:atempora       0.632 
  6180        1:? 1:temporal       0.844 
  6181        1:? 2:atempora       0.7 
  6182        1:? 2:atempora       0.567 
  6183        1:? 1:temporal       0.507 
  6184        1:? 1:temporal       0.819 
  6185        1:? 2:atempora       0.542 
  6186        1:? 2:atempora       0.622 
  6187        1:? 1:temporal       0.649 
  6188        1:? 1:temporal       0.688 
  6189        1:? 1:temporal       0.543 
  6190        1:? 1:temporal       0.583 
  6191        1:? 1:temporal       0.592 
  6192        1:? 2:atempora       0.804 
  6193        1:? 1:temporal       0.567 
  6194        1:? 1:temporal       0.672 
  6195        1:? 1:temporal       0.762 
  6196        1:? 2:atempora       0.661 
  6197        1:? 1:temporal       0.583 
  6198        1:? 1:temporal       0.636 
  6199        1:? 1:temporal       0.583 
  6200        1:? 1:temporal       0.544 
  6201        1:? 1:temporal       0.674 
  6202        1:? 2:atempora       0.557 
  6203        1:? 1:temporal       0.597 
  6204        1:? 1:temporal       0.762 
  6205        1:? 1:temporal       0.527 
  6206        1:? 2:atempora       0.691 
  6207        1:? 2:atempora       0.558 
  6208        1:? 1:temporal       0.724 
  6209        1:? 2:atempora       0.708 
  6210        1:? 1:temporal       0.754 
  6211        1:? 2:atempora       0.505 
  6212        1:? 2:atempora       0.681 
  6213        1:? 2:atempora       0.71 
  6214        1:? 1:temporal       0.695 
  6215        1:? 1:temporal       0.525 
  6216        1:? 1:temporal       0.5 
  6217        1:? 2:atempora       0.508 
  6218        1:? 1:temporal       0.672 
  6219        1:? 1:temporal       0.716 
  6220        1:? 2:atempora       0.797 
  6221        1:? 1:temporal       0.675 
  6222        1:? 2:atempora       0.528 
  6223        1:? 1:temporal       0.574 
  6224        1:? 2:atempora       0.561 
  6225        1:? 2:atempora       0.805 
  6226        1:? 1:temporal       0.64 
  6227        1:? 2:atempora       0.523 
  6228        1:? 1:temporal       0.672 
  6229        1:? 1:temporal       0.679 
  6230        1:? 2:atempora       0.562 
  6231        1:? 1:temporal       0.548 
  6232        1:? 1:temporal       0.659 
  6233        1:? 1:temporal       0.516 
  6234        1:? 2:atempora       0.632 
  6235        1:? 2:atempora       0.508 
  6236        1:? 2:atempora       0.537 
  6237        1:? 1:temporal       0.583 
  6238        1:? 1:temporal       0.649 
  6239        1:? 2:atempora       0.81 
  6240        1:? 1:temporal       0.724 
  6241        1:? 2:atempora       0.81 
  6242        1:? 2:atempora       0.537 
  6243        1:? 1:temporal       0.513 
  6244        1:? 1:temporal       0.528 
  6245        1:? 1:temporal       0.81 
  6246        1:? 2:atempora       0.832 
  6247        1:? 1:temporal       0.547 
  6248        1:? 2:atempora       0.558 
  6249        1:? 2:atempora       0.737 
  6250        1:? 2:atempora       0.669 
  6251        1:? 1:temporal       0.836 
  6252        1:? 2:atempora       0.714 
  6253        1:? 1:temporal       0.665 
  6254        1:? 1:temporal       0.572 
  6255        1:? 1:temporal       0.753 
  6256        1:? 2:atempora       0.61 
  6257        1:? 2:atempora       0.656 
  6258        1:? 1:temporal       0.618 
  6259        1:? 2:atempora       0.558 
  6260        1:? 1:temporal       0.548 
  6261        1:? 1:temporal       0.856 
  6262        1:? 2:atempora       0.572 
  6263        1:? 1:temporal       0.633 
  6264        1:? 2:atempora       0.607 
  6265        1:? 1:temporal       0.583 
  6266        1:? 1:temporal       0.583 
  6267        1:? 2:atempora       0.726 
  6268        1:? 2:atempora       0.524 
  6269        1:? 2:atempora       0.729 
  6270        1:? 2:atempora       0.808 
  6271        1:? 1:temporal       0.808 
  6272        1:? 2:atempora       0.65 
  6273        1:? 2:atempora       0.81 
  6274        1:? 1:temporal       0.702 
  6275        1:? 1:temporal       0.674 
  6276        1:? 2:atempora       0.768 
  6277        1:? 1:temporal       0.5 
  6278        1:? 2:atempora       0.834 
  6279        1:? 1:temporal       0.545 
  6280        1:? 1:temporal       0.679 
  6281        1:? 1:temporal       0.743 
  6282        1:? 1:temporal       0.543 
  6283        1:? 2:atempora       0.538 
  6284        1:? 1:temporal       0.532 
  6285        1:? 2:atempora       0.596 
  6286        1:? 2:atempora       0.515 
  6287        1:? 2:atempora       0.668 
  6288        1:? 1:temporal       0.65 
  6289        1:? 2:atempora       0.558 
  6290        1:? 2:atempora       0.538 
  6291        1:? 2:atempora       0.53 
  6292        1:? 1:temporal       0.672 
  6293        1:? 2:atempora       0.715 
  6294        1:? 1:temporal       0.602 
  6295        1:? 2:atempora       0.538 
  6296        1:? 2:atempora       0.59 
  6297        1:? 1:temporal       0.527 
  6298        1:? 2:atempora       0.68 
  6299        1:? 1:temporal       0.618 
  6300        1:? 1:temporal       0.61 
  6301        1:? 1:temporal       0.623 
  6302        1:? 2:atempora       0.555 
  6303        1:? 2:atempora       0.65 
  6304        1:? 1:temporal       0.632 
  6305        1:? 1:temporal       0.583 
  6306        1:? 1:temporal       0.52 
  6307        1:? 1:temporal       0.687 
  6308        1:? 2:atempora       0.516 
  6309        1:? 1:temporal       0.794 
  6310        1:? 2:atempora       0.81 
  6311        1:? 2:atempora       0.59 
  6312        1:? 2:atempora       0.509 
  6313        1:? 1:temporal       0.553 
  6314        1:? 1:temporal       0.547 
  6315        1:? 2:atempora       0.774 
  6316        1:? 1:temporal       0.547 
  6317        1:? 2:atempora       0.546 
  6318        1:? 1:temporal       0.514 
  6319        1:? 2:atempora       0.679 
  6320        1:? 1:temporal       0.535 
  6321        1:? 1:temporal       0.563 
  6322        1:? 1:temporal       0.534 
  6323        1:? 1:temporal       0.596 
  6324        1:? 1:temporal       0.632 
  6325        1:? 1:temporal       0.574 
  6326        1:? 1:temporal       0.638 
  6327        1:? 1:temporal       0.52 
  6328        1:? 1:temporal       0.643 
  6329        1:? 1:temporal       0.547 
  6330        1:? 1:temporal       0.52 
  6331        1:? 1:temporal       0.584 
  6332        1:? 2:atempora       0.617 
  6333        1:? 1:temporal       0.82 
  6334        1:? 2:atempora       0.636 
  6335        1:? 1:temporal       0.606 
  6336        1:? 1:temporal       0.649 
  6337        1:? 2:atempora       0.842 
  6338        1:? 2:atempora       0.635 
  6339        1:? 1:temporal       0.556 
  6340        1:? 1:temporal       0.524 
  6341        1:? 2:atempora       0.515 
  6342        1:? 1:temporal       0.582 
  6343        1:? 2:atempora       0.76 
  6344        1:? 1:temporal       0.568 
  6345        1:? 1:temporal       0.518 
  6346        1:? 1:temporal       0.674 
  6347        1:? 1:temporal       0.583 
  6348        1:? 2:atempora       0.714 
  6349        1:? 1:temporal       0.526 
  6350        1:? 1:temporal       0.527 
  6351        1:? 1:temporal       0.661 
  6352        1:? 1:temporal       0.527 
  6353        1:? 1:temporal       0.547 
  6354        1:? 1:temporal       0.556 
  6355        1:? 2:atempora       0.788 
  6356        1:? 1:temporal       0.715 
  6357        1:? 2:atempora       0.834 
  6358        1:? 2:atempora       0.764 
  6359        1:? 1:temporal       0.822 
  6360        1:? 1:temporal       0.562 
  6361        1:? 2:atempora       0.591 
  6362        1:? 1:temporal       0.566 
  6363        1:? 2:atempora       0.738 
  6364        1:? 2:atempora       0.666 
  6365        1:? 2:atempora       0.642 
  6366        1:? 1:temporal       0.764 
  6367        1:? 2:atempora       0.716 
  6368        1:? 1:temporal       0.529 
  6369        1:? 1:temporal       0.573 
  6370        1:? 1:temporal       0.5 
  6371        1:? 1:temporal       0.54 
  6372        1:? 1:temporal       0.547 
  6373        1:? 2:atempora       0.749 
  6374        1:? 1:temporal       0.526 
  6375        1:? 1:temporal       0.543 
  6376        1:? 1:temporal       0.672 
  6377        1:? 2:atempora       0.558 
  6378        1:? 1:temporal       0.936 
  6379        1:? 2:atempora       0.761 
  6380        1:? 2:atempora       0.523 
  6381        1:? 2:atempora       0.515 
  6382        1:? 1:temporal       0.583 
  6383        1:? 2:atempora       0.714 
  6384        1:? 2:atempora       0.538 
  6385        1:? 1:temporal       0.638 
  6386        1:? 2:atempora       0.538 
  6387        1:? 1:temporal       0.565 
  6388        1:? 1:temporal       0.547 
  6389        1:? 1:temporal       0.643 
  6390        1:? 2:atempora       0.668 
  6391        1:? 1:temporal       0.727 
  6392        1:? 1:temporal       0.7 
  6393        1:? 2:atempora       0.694 
  6394        1:? 2:atempora       0.691 
  6395        1:? 2:atempora       0.57 
  6396        1:? 1:temporal       0.554 
  6397        1:? 1:temporal       0.5 
  6398        1:? 1:temporal       0.549 
  6399        1:? 2:atempora       0.587 
  6400        1:? 2:atempora       0.538 
  6401        1:? 1:temporal       0.556 
  6402        1:? 1:temporal       0.626 
  6403        1:? 2:atempora       0.56 
  6404        1:? 1:temporal       0.643 
  6405        1:? 1:temporal       0.526 
  6406        1:? 1:temporal       0.542 
  6407        1:? 1:temporal       0.615 
  6408        1:? 1:temporal       0.739 
  6409        1:? 1:temporal       0.518 
  6410        1:? 1:temporal       0.542 
  6411        1:? 2:atempora       0.69 
  6412        1:? 2:atempora       0.744 
  6413        1:? 1:temporal       0.817 
  6414        1:? 1:temporal       0.547 
  6415        1:? 2:atempora       0.515 
  6416        1:? 2:atempora       0.558 
  6417        1:? 2:atempora       0.834 
  6418        1:? 2:atempora       0.538 
  6419        1:? 1:temporal       0.764 
  6420        1:? 2:atempora       0.572 
  6421        1:? 1:temporal       0.521 
  6422        1:? 1:temporal       0.705 
  6423        1:? 2:atempora       0.81 
  6424        1:? 1:temporal       0.542 
  6425        1:? 1:temporal       0.55 
  6426        1:? 2:atempora       0.512 
  6427        1:? 1:temporal       0.547 
  6428        1:? 1:temporal       0.609 
  6429        1:? 2:atempora       0.577 
  6430        1:? 2:atempora       0.587 
  6431        1:? 1:temporal       0.547 
  6432        1:? 1:temporal       0.746 
  6433        1:? 2:atempora       0.524 
  6434        1:? 2:atempora       0.641 
  6435        1:? 2:atempora       0.519 
  6436        1:? 2:atempora       0.558 
  6437        1:? 1:temporal       0.551 
  6438        1:? 1:temporal       0.734 
  6439        1:? 1:temporal       0.589 
  6440        1:? 2:atempora       0.92 
  6441        1:? 2:atempora       0.568 
  6442        1:? 1:temporal       0.584 
  6443        1:? 1:temporal       0.638 
  6444        1:? 1:temporal       0.591 
  6445        1:? 2:atempora       0.569 
  6446        1:? 2:atempora       0.576 
  6447        1:? 2:atempora       0.855 
  6448        1:? 2:atempora       0.509 
  6449        1:? 1:temporal       0.672 
  6450        1:? 1:temporal       0.644 
  6451        1:? 2:atempora       0.634 
  6452        1:? 2:atempora       0.64 
  6453        1:? 2:atempora       0.539 
  6454        1:? 2:atempora       0.837 
  6455        1:? 2:atempora       0.542 
  6456        1:? 1:temporal       0.511 
  6457        1:? 2:atempora       0.522 
  6458        1:? 2:atempora       0.769 
  6459        1:? 1:temporal       0.542 
  6460        1:? 2:atempora       0.623 
  6461        1:? 1:temporal       0.705 
  6462        1:? 2:atempora       0.609 
  6463        1:? 1:temporal       0.583 
  6464        1:? 1:temporal       0.662 
  6465        1:? 1:temporal       0.831 
  6466        1:? 2:atempora       0.696 
  6467        1:? 1:temporal       0.5 
  6468        1:? 1:temporal       0.677 
  6469        1:? 2:atempora       0.938 
  6470        1:? 1:temporal       0.514 
  6471        1:? 1:temporal       0.643 
  6472        1:? 1:temporal       0.602 
  6473        1:? 2:atempora       0.538 
  6474        1:? 1:temporal       0.583 
  6475        1:? 1:temporal       0.547 
  6476        1:? 2:atempora       0.512 
  6477        1:? 1:temporal       0.547 
  6478        1:? 1:temporal       0.538 
  6479        1:? 1:temporal       0.547 
